Reference,Breadth of Coverage,Contigs
Bacillus_subtilis,0.9768347794448247,116
Enterococcus_faecalis,0.9730026653621012,166
Escherichia_coli_plasmid,0.9553937476706028,5
Escherichia_coli,0.7904448996670608,1120
Lactobacillus_fermentum,0.9177587329878819,236
Listeria_monocytogenes,0.9628324569851976,126
Pseudomonas_aeruginosa,0.9585404419396584,518
Salmonella_enterica,0.8019869127470247,1079
Staphylococcus_aureus,0.9564668711701572,175
Staphylococcus_aureus_plasmid1,0.9998421966230078,1
Staphylococcus_aureus_plasmid2,0.0,0
Staphylococcus_aureus_plasmid3,0.0,0
