Reference,Breadth of Coverage,Contigs
Bacillus_subtilis,0.9836830770227084,22
Enterococcus_faecalis,0.9886581532526977,20
Escherichia_coli_plasmid,0.9786559037152182,4
Escherichia_coli,0.9633580068468055,104
Lactobacillus_fermentum,0.9404266865686995,78
Listeria_monocytogenes,0.9758493514444538,17
Pseudomonas_aeruginosa,0.989177057062893,66
Salmonella_enterica,0.9773508922534943,91
Staphylococcus_aureus,0.9818911423506131,20
Staphylococcus_aureus_plasmid1,0.9998421966230078,1
Staphylococcus_aureus_plasmid2,0.0,0
Staphylococcus_aureus_plasmid3,0.0,0
