Reference,Breadth of Coverage,Contigs
Bacillus_subtilis,0.9773335834768816,109
Enterococcus_faecalis,0.961649923806632,157
Escherichia_coli_plasmid,0.9576663303244339,4
Escherichia_coli,0.8597290404189839,1117
Lactobacillus_fermentum,0.9192545345091908,227
Listeria_monocytogenes,0.9754108988878945,116
Pseudomonas_aeruginosa,0.9860184943899958,83
Salmonella_enterica,0.8683112502221757,1067
Staphylococcus_aureus,0.9575739853905061,164
Staphylococcus_aureus_plasmid1,0.9998421966230078,1
Staphylococcus_aureus_plasmid2,0.0,0
Staphylococcus_aureus_plasmid3,0.0,0
