Reference,Breadth of Coverage,Contigs
Bacillus_subtilis,0.9852447439575626,28
Enterococcus_faecalis,0.9916651203067978,31
Escherichia_coli_plasmid,1.0,1
Escherichia_coli,0.9750784503573022,134
Lactobacillus_fermentum,0.9497877798788978,82
Listeria_monocytogenes,0.9773301313820413,18
Pseudomonas_aeruginosa,0.9909854203196841,79
Salmonella_enterica,0.9844903488547498,103
Staphylococcus_aureus,0.9863780813453092,49
Staphylococcus_aureus_plasmid1,0.9998421966230078,1
Staphylococcus_aureus_plasmid2,0.0,0
Staphylococcus_aureus_plasmid3,0.0,0
