Reference,Breadth of Coverage,Contigs
Bacillus_subtilis,0.9838187774258795,29
Enterococcus_faecalis,0.9894404707681753,46
Escherichia_coli_plasmid,0.984510076631487,4
Escherichia_coli,0.96799787805266,199
Lactobacillus_fermentum,0.9407657349135295,89
Listeria_monocytogenes,0.9743939696732525,19
Pseudomonas_aeruginosa,0.9886567643209326,102
Salmonella_enterica,0.9755842013418363,173
Staphylococcus_aureus,0.9823064021362523,65
Staphylococcus_aureus_plasmid1,0.9998421966230078,1
Staphylococcus_aureus_plasmid2,0.0,0
Staphylococcus_aureus_plasmid3,0.0,0
