,Reference,Assembler,Lx,nContigs
0,Bacillus_subtilis,SKESA,0,0
1,Bacillus_subtilis,SKESA,1,
2,Bacillus_subtilis,SKESA,2,
3,Bacillus_subtilis,SKESA,3,
4,Bacillus_subtilis,SKESA,4,
5,Bacillus_subtilis,SKESA,5,
6,Bacillus_subtilis,SKESA,6,
7,Bacillus_subtilis,SKESA,7,
8,Bacillus_subtilis,SKESA,8,
9,Bacillus_subtilis,SKESA,9,
10,Bacillus_subtilis,SKESA,10,
11,Enterococcus_faecalis,SKESA,0,0
12,Enterococcus_faecalis,SKESA,1,
13,Enterococcus_faecalis,SKESA,2,
14,Enterococcus_faecalis,SKESA,3,
15,Enterococcus_faecalis,SKESA,4,
16,Enterococcus_faecalis,SKESA,5,
17,Enterococcus_faecalis,SKESA,6,
18,Enterococcus_faecalis,SKESA,7,
19,Enterococcus_faecalis,SKESA,8,
20,Enterococcus_faecalis,SKESA,9,
21,Enterococcus_faecalis,SKESA,10,
22,Escherichia_coli_plasmid,SKESA,0,0
23,Escherichia_coli_plasmid,SKESA,1,
24,Escherichia_coli_plasmid,SKESA,2,
25,Escherichia_coli_plasmid,SKESA,3,
26,Escherichia_coli_plasmid,SKESA,4,
27,Escherichia_coli_plasmid,SKESA,5,
28,Escherichia_coli_plasmid,SKESA,6,
29,Escherichia_coli_plasmid,SKESA,7,
30,Escherichia_coli_plasmid,SKESA,8,
31,Escherichia_coli_plasmid,SKESA,9,
32,Escherichia_coli_plasmid,SKESA,10,
33,Escherichia_coli,SKESA,0,0
34,Escherichia_coli,SKESA,1,
35,Escherichia_coli,SKESA,2,
36,Escherichia_coli,SKESA,3,
37,Escherichia_coli,SKESA,4,
38,Escherichia_coli,SKESA,5,
39,Escherichia_coli,SKESA,6,
40,Escherichia_coli,SKESA,7,
41,Escherichia_coli,SKESA,8,
42,Escherichia_coli,SKESA,9,
43,Escherichia_coli,SKESA,10,
44,Lactobacillus_fermentum,SKESA,0,0
45,Lactobacillus_fermentum,SKESA,1,
46,Lactobacillus_fermentum,SKESA,2,
47,Lactobacillus_fermentum,SKESA,3,
48,Lactobacillus_fermentum,SKESA,4,
49,Lactobacillus_fermentum,SKESA,5,
50,Lactobacillus_fermentum,SKESA,6,
51,Lactobacillus_fermentum,SKESA,7,
52,Lactobacillus_fermentum,SKESA,8,
53,Lactobacillus_fermentum,SKESA,9,
54,Lactobacillus_fermentum,SKESA,10,
55,Listeria_monocytogenes,SKESA,0,0
56,Listeria_monocytogenes,SKESA,1,
57,Listeria_monocytogenes,SKESA,2,
58,Listeria_monocytogenes,SKESA,3,
59,Listeria_monocytogenes,SKESA,4,
60,Listeria_monocytogenes,SKESA,5,
61,Listeria_monocytogenes,SKESA,6,
62,Listeria_monocytogenes,SKESA,7,
63,Listeria_monocytogenes,SKESA,8,
64,Listeria_monocytogenes,SKESA,9,
65,Listeria_monocytogenes,SKESA,10,
66,Pseudomonas_aeruginosa,SKESA,0,0
67,Pseudomonas_aeruginosa,SKESA,1,112
68,Pseudomonas_aeruginosa,SKESA,2,
69,Pseudomonas_aeruginosa,SKESA,3,
70,Pseudomonas_aeruginosa,SKESA,4,
71,Pseudomonas_aeruginosa,SKESA,5,
72,Pseudomonas_aeruginosa,SKESA,6,
73,Pseudomonas_aeruginosa,SKESA,7,
74,Pseudomonas_aeruginosa,SKESA,8,
75,Pseudomonas_aeruginosa,SKESA,9,
76,Pseudomonas_aeruginosa,SKESA,10,
77,Salmonella_enterica,SKESA,0,0
78,Salmonella_enterica,SKESA,1,
79,Salmonella_enterica,SKESA,2,
80,Salmonella_enterica,SKESA,3,
81,Salmonella_enterica,SKESA,4,
82,Salmonella_enterica,SKESA,5,
83,Salmonella_enterica,SKESA,6,
84,Salmonella_enterica,SKESA,7,
85,Salmonella_enterica,SKESA,8,
86,Salmonella_enterica,SKESA,9,
87,Salmonella_enterica,SKESA,10,
88,Staphylococcus_aureus,SKESA,0,0
89,Staphylococcus_aureus,SKESA,1,
90,Staphylococcus_aureus,SKESA,2,
91,Staphylococcus_aureus,SKESA,3,
92,Staphylococcus_aureus,SKESA,4,
93,Staphylococcus_aureus,SKESA,5,
94,Staphylococcus_aureus,SKESA,6,
95,Staphylococcus_aureus,SKESA,7,
96,Staphylococcus_aureus,SKESA,8,
97,Staphylococcus_aureus,SKESA,9,
98,Staphylococcus_aureus,SKESA,10,
99,Staphylococcus_aureus_plasmid1,SKESA,0,0
100,Staphylococcus_aureus_plasmid1,SKESA,1,
101,Staphylococcus_aureus_plasmid1,SKESA,2,
102,Staphylococcus_aureus_plasmid1,SKESA,3,
103,Staphylococcus_aureus_plasmid1,SKESA,4,
104,Staphylococcus_aureus_plasmid1,SKESA,5,
105,Staphylococcus_aureus_plasmid1,SKESA,6,
106,Staphylococcus_aureus_plasmid1,SKESA,7,
107,Staphylococcus_aureus_plasmid1,SKESA,8,
108,Staphylococcus_aureus_plasmid1,SKESA,9,
109,Staphylococcus_aureus_plasmid1,SKESA,10,
110,Staphylococcus_aureus_plasmid2,SKESA,0,0
111,Staphylococcus_aureus_plasmid2,SKESA,1,
112,Staphylococcus_aureus_plasmid2,SKESA,2,
113,Staphylococcus_aureus_plasmid2,SKESA,3,
114,Staphylococcus_aureus_plasmid2,SKESA,4,
115,Staphylococcus_aureus_plasmid2,SKESA,5,
116,Staphylococcus_aureus_plasmid2,SKESA,6,
117,Staphylococcus_aureus_plasmid2,SKESA,7,
118,Staphylococcus_aureus_plasmid2,SKESA,8,
119,Staphylococcus_aureus_plasmid2,SKESA,9,
120,Staphylococcus_aureus_plasmid2,SKESA,10,
121,Staphylococcus_aureus_plasmid3,SKESA,0,0
122,Staphylococcus_aureus_plasmid3,SKESA,1,
123,Staphylococcus_aureus_plasmid3,SKESA,2,
124,Staphylococcus_aureus_plasmid3,SKESA,3,
125,Staphylococcus_aureus_plasmid3,SKESA,4,
126,Staphylococcus_aureus_plasmid3,SKESA,5,
127,Staphylococcus_aureus_plasmid3,SKESA,6,
128,Staphylococcus_aureus_plasmid3,SKESA,7,
129,Staphylococcus_aureus_plasmid3,SKESA,8,
130,Staphylococcus_aureus_plasmid3,SKESA,9,
131,Staphylococcus_aureus_plasmid3,SKESA,10,
