,Reference,Breadth of Coverage,Contigs
0,Bacillus_subtilis,0.9812340431527282,223
1,Enterococcus_faecalis,0.0,0
2,Escherichia_coli_plasmid,0.0,0
3,Escherichia_coli,0.0008891110442406715,3
4,Lactobacillus_fermentum,0.0,0
5,Listeria_monocytogenes,0.9892555730594965,17
6,Pseudomonas_aeruginosa,0.9909434612275906,82
7,Salmonella_enterica,0.0010042552690836864,2
8,Staphylococcus_aureus,0.0,0
9,Staphylococcus_aureus_plasmid1,0.0,0
10,Staphylococcus_aureus_plasmid2,0.0,0
11,Staphylococcus_aureus_plasmid3,0.0,0
