Reference,Breadth of Coverage,Contigs
Bacillus_subtilis,0.983004575006853,185
Enterococcus_faecalis,0.9819873676456531,229
Escherichia_coli_plasmid,0.9832010690228804,7
Escherichia_coli,0.9626394993614432,356
Lactobacillus_fermentum,0.9338960696109289,171
Listeria_monocytogenes,0.9793098516145547,173
Pseudomonas_aeruginosa,0.987685080082976,185
Salmonella_enterica,0.9706910830956106,307
Staphylococcus_aureus,0.9800859208909879,174
Staphylococcus_aureus_plasmid1,0.7516174846141708,1
Staphylococcus_aureus_plasmid2,1.0,1
Staphylococcus_aureus_plasmid3,0.9211493484797861,2
