,Reference,Breadth of Coverage,Contigs
0,Bacillus_subtilis,0.9840563149257837,23
1,Enterococcus_faecalis,0.9792815893205576,23
2,Escherichia_coli_plasmid,0.9648658721717709,4
3,Escherichia_coli,0.9792994719893299,86
4,Lactobacillus_fermentum,0.9428425372362731,78
5,Listeria_monocytogenes,0.9895947722553103,13
6,Pseudomonas_aeruginosa,0.9903647202064682,57
7,Salmonella_enterica,0.9833602465341638,55
8,Staphylococcus_aureus,0.9867153649798807,23
9,Staphylococcus_aureus_plasmid1,0.9998421966230078,1
10,Staphylococcus_aureus_plasmid2,0.9368231046931408,1
11,Staphylococcus_aureus_plasmid3,0.9512195121951219,2
