,Reference,Breadth of Coverage,Contigs
0,2615840527,0.997277762550661,26
1,2615840533A,0.9943554669577119,26
2,2615840533B,0.9868611281651283,34
3,2615840601,0.9701211217024981,135
4,2615840646,0.9998282747035292,17
5,2615840697,0.9782310752485442,174
6,2616644829,0.9752144816306045,169
7,2617270709,0.9784659363968794,98
8,2623620557,0.9861946183695345,162
9,2623620567,0.9787705209847817,164
10,2623620609,0.001519566692315294,3
11,2623620617,0.9392596391906538,352
12,2623620618,0.970799446584124,306
