,Reference,Assembler,Lx,nContigs
0,2615840527,IDBA-UD,0,0
1,2615840527,IDBA-UD,1,0
2,2615840527,IDBA-UD,2,0
3,2615840527,IDBA-UD,3,0
4,2615840527,IDBA-UD,4,0
5,2615840527,IDBA-UD,5,0
6,2615840527,IDBA-UD,6,0
7,2615840527,IDBA-UD,7,0
8,2615840527,IDBA-UD,8,0
9,2615840527,IDBA-UD,9,0
10,2615840527,IDBA-UD,10,0
11,2615840527,IDBA-UD,11,0
12,2615840527,IDBA-UD,12,0
13,2615840527,IDBA-UD,13,0
14,2615840527,IDBA-UD,14,0
15,2615840527,IDBA-UD,15,0
16,2615840527,IDBA-UD,16,0
17,2615840527,IDBA-UD,17,0
18,2615840527,IDBA-UD,18,0
19,2615840527,IDBA-UD,19,0
20,2615840527,IDBA-UD,20,0
21,2615840527,IDBA-UD,21,0
22,2615840527,IDBA-UD,22,0
23,2615840527,IDBA-UD,23,0
24,2615840527,IDBA-UD,24,0
25,2615840527,IDBA-UD,25,0
26,2615840527,IDBA-UD,26,1
27,2615840527,IDBA-UD,27,1
28,2615840527,IDBA-UD,28,1
29,2615840527,IDBA-UD,29,1
30,2615840527,IDBA-UD,30,1
31,2615840527,IDBA-UD,31,1
32,2615840527,IDBA-UD,32,1
33,2615840527,IDBA-UD,33,1
34,2615840527,IDBA-UD,34,1
35,2615840527,IDBA-UD,35,1
36,2615840527,IDBA-UD,36,1
37,2615840527,IDBA-UD,37,1
38,2615840527,IDBA-UD,38,1
39,2615840527,IDBA-UD,39,1
40,2615840527,IDBA-UD,40,2
41,2615840527,IDBA-UD,41,2
42,2615840527,IDBA-UD,42,2
43,2615840527,IDBA-UD,43,2
44,2615840527,IDBA-UD,44,2
45,2615840527,IDBA-UD,45,2
46,2615840527,IDBA-UD,46,2
47,2615840527,IDBA-UD,47,2
48,2615840527,IDBA-UD,48,2
49,2615840527,IDBA-UD,49,2
50,2615840527,IDBA-UD,50,2
51,2615840527,IDBA-UD,51,2
52,2615840527,IDBA-UD,52,2
53,2615840527,IDBA-UD,53,3
54,2615840527,IDBA-UD,54,3
55,2615840527,IDBA-UD,55,3
56,2615840527,IDBA-UD,56,3
57,2615840527,IDBA-UD,57,3
58,2615840527,IDBA-UD,58,3
59,2615840527,IDBA-UD,59,3
60,2615840527,IDBA-UD,60,3
61,2615840527,IDBA-UD,61,3
62,2615840527,IDBA-UD,62,4
63,2615840527,IDBA-UD,63,4
