,Reference,Assembler,Lx,nContigs
0,2615840527,MEGAHIT,0,0
1,2615840527,MEGAHIT,1,0
2,2615840527,MEGAHIT,2,0
3,2615840527,MEGAHIT,3,0
4,2615840527,MEGAHIT,4,0
5,2615840527,MEGAHIT,5,0
6,2615840527,MEGAHIT,6,0
7,2615840527,MEGAHIT,7,0
8,2615840527,MEGAHIT,8,0
9,2615840527,MEGAHIT,9,0
10,2615840527,MEGAHIT,10,0
11,2615840527,MEGAHIT,11,0
12,2615840527,MEGAHIT,12,0
13,2615840527,MEGAHIT,13,0
14,2615840527,MEGAHIT,14,0
15,2615840527,MEGAHIT,15,0
16,2615840527,MEGAHIT,16,0
17,2615840527,MEGAHIT,17,0
18,2615840527,MEGAHIT,18,0
19,2615840527,MEGAHIT,19,0
20,2615840527,MEGAHIT,20,0
21,2615840527,MEGAHIT,21,0
22,2615840527,MEGAHIT,22,0
23,2615840527,MEGAHIT,23,0
24,2615840527,MEGAHIT,24,0
25,2615840527,MEGAHIT,25,0
26,2615840527,MEGAHIT,26,0
27,2615840527,MEGAHIT,27,0
28,2615840527,MEGAHIT,28,0
29,2615840527,MEGAHIT,29,1
30,2615840527,MEGAHIT,30,1
31,2615840527,MEGAHIT,31,1
32,2615840527,MEGAHIT,32,1
33,2615840527,MEGAHIT,33,1
34,2615840527,MEGAHIT,34,1
35,2615840527,MEGAHIT,35,1
36,2615840527,MEGAHIT,36,1
37,2615840527,MEGAHIT,37,1
38,2615840527,MEGAHIT,38,1
39,2615840527,MEGAHIT,39,1
40,2615840527,MEGAHIT,40,1
41,2615840527,MEGAHIT,41,1
42,2615840527,MEGAHIT,42,1
43,2615840527,MEGAHIT,43,1
44,2615840527,MEGAHIT,44,1
45,2615840527,MEGAHIT,45,1
46,2615840527,MEGAHIT,46,1
47,2615840527,MEGAHIT,47,1
48,2615840527,MEGAHIT,48,1
49,2615840527,MEGAHIT,49,1
50,2615840527,MEGAHIT,50,1
51,2615840527,MEGAHIT,51,1
52,2615840527,MEGAHIT,52,1
53,2615840527,MEGAHIT,53,1
54,2615840527,MEGAHIT,54,1
55,2615840527,MEGAHIT,55,2
56,2615840527,MEGAHIT,56,2
57,2615840527,MEGAHIT,57,2
58,2615840527,MEGAHIT,58,2
59,2615840527,MEGAHIT,59,2
60,2615840527,MEGAHIT,60,2
61,2615840527,MEGAHIT,61,2
62,2615840527,MEGAHIT,62,2
63,2615840527,MEGAHIT,63,2
64,2615840527,MEGAHIT,64,3
65,2615840527,MEGAHIT,65,3
66,2615840527,MEGAHIT,66,3
67,2615840527,MEGAHIT,67,3
68,2615840527,MEGAHIT,68,3
69,2615840527,MEGAHIT,69,3
70,2615840527,MEGAHIT,70,3
71,2615840527,MEGAHIT,71,3
72,2615840527,MEGAHIT,72,3
73,2615840527,MEGAHIT,73,4
74,2615840527,MEGAHIT,74,4
75,2615840527,MEGAHIT,75,4
76,2615840527,MEGAHIT,76,4
77,2615840527,MEGAHIT,77,4
78,2615840527,MEGAHIT,78,4
79,2615840527,MEGAHIT,79,4
80,2615840527,MEGAHIT,80,5
81,2615840527,MEGAHIT,81,5
82,2615840527,MEGAHIT,82,5
83,2615840527,MEGAHIT,83,5
84,2615840527,MEGAHIT,84,5
85,2615840527,MEGAHIT,85,5
86,2615840527,MEGAHIT,86,6
87,2615840527,MEGAHIT,87,6
88,2615840527,MEGAHIT,88,6
89,2615840527,MEGAHIT,89,6
90,2615840527,MEGAHIT,90,7
91,2615840527,MEGAHIT,91,7
92,2615840527,MEGAHIT,92,7
93,2615840527,MEGAHIT,93,8
94,2615840527,MEGAHIT,94,8
95,2615840527,MEGAHIT,95,8
96,2615840527,MEGAHIT,96,9
97,2615840527,MEGAHIT,97,10
98,2615840527,MEGAHIT,98,13
99,2615840527,MEGAHIT,99,17
100,2615840527,MEGAHIT,100,0
101,2615840533A,MEGAHIT,0,0
102,2615840533A,MEGAHIT,1,0
103,2615840533A,MEGAHIT,2,0
104,2615840533A,MEGAHIT,3,0
105,2615840533A,MEGAHIT,4,0
106,2615840533A,MEGAHIT,5,0
107,2615840533A,MEGAHIT,6,0
108,2615840533A,MEGAHIT,7,0
109,2615840533A,MEGAHIT,8,0
110,2615840533A,MEGAHIT,9,0
111,2615840533A,MEGAHIT,10,0
112,2615840533A,MEGAHIT,11,0
113,2615840533A,MEGAHIT,12,0
114,2615840533A,MEGAHIT,13,0
115,2615840533A,MEGAHIT,14,1
116,2615840533A,MEGAHIT,15,1
117,2615840533A,MEGAHIT,16,1
118,2615840533A,MEGAHIT,17,1
119,2615840533A,MEGAHIT,18,1
120,2615840533A,MEGAHIT,19,1
121,2615840533A,MEGAHIT,20,1
122,2615840533A,MEGAHIT,21,1
123,2615840533A,MEGAHIT,22,1
124,2615840533A,MEGAHIT,23,1
125,2615840533A,MEGAHIT,24,1
126,2615840533A,MEGAHIT,25,1
127,2615840533A,MEGAHIT,26,2
128,2615840533A,MEGAHIT,27,2
129,2615840533A,MEGAHIT,28,2
130,2615840533A,MEGAHIT,29,2
131,2615840533A,MEGAHIT,30,2
132,2615840533A,MEGAHIT,31,2
133,2615840533A,MEGAHIT,32,2
134,2615840533A,MEGAHIT,33,2
135,2615840533A,MEGAHIT,34,2
136,2615840533A,MEGAHIT,35,2
137,2615840533A,MEGAHIT,36,2
138,2615840533A,MEGAHIT,37,2
139,2615840533A,MEGAHIT,38,3
140,2615840533A,MEGAHIT,39,3
141,2615840533A,MEGAHIT,40,3
142,2615840533A,MEGAHIT,41,3
143,2615840533A,MEGAHIT,42,3
144,2615840533A,MEGAHIT,43,3
145,2615840533A,MEGAHIT,44,3
146,2615840533A,MEGAHIT,45,3
147,2615840533A,MEGAHIT,46,3
148,2615840533A,MEGAHIT,47,3
149,2615840533A,MEGAHIT,48,4
150,2615840533A,MEGAHIT,49,4
151,2615840533A,MEGAHIT,50,4
152,2615840533A,MEGAHIT,51,4
153,2615840533A,MEGAHIT,52,4
154,2615840533A,MEGAHIT,53,4
155,2615840533A,MEGAHIT,54,4
156,2615840533A,MEGAHIT,55,5
157,2615840533A,MEGAHIT,56,5
158,2615840533A,MEGAHIT,57,5
159,2615840533A,MEGAHIT,58,5
160,2615840533A,MEGAHIT,59,5
161,2615840533A,MEGAHIT,60,6
162,2615840533A,MEGAHIT,61,6
163,2615840533A,MEGAHIT,62,6
164,2615840533A,MEGAHIT,63,6
165,2615840533A,MEGAHIT,64,6
166,2615840533A,MEGAHIT,65,7
167,2615840533A,MEGAHIT,66,7
168,2615840533A,MEGAHIT,67,7
169,2615840533A,MEGAHIT,68,7
170,2615840533A,MEGAHIT,69,8
171,2615840533A,MEGAHIT,70,8
172,2615840533A,MEGAHIT,71,8
173,2615840533A,MEGAHIT,72,8
174,2615840533A,MEGAHIT,73,8
175,2615840533A,MEGAHIT,74,9
176,2615840533A,MEGAHIT,75,9
177,2615840533A,MEGAHIT,76,9
178,2615840533A,MEGAHIT,77,9
179,2615840533A,MEGAHIT,78,10
180,2615840533A,MEGAHIT,79,10
181,2615840533A,MEGAHIT,80,10
182,2615840533A,MEGAHIT,81,11
183,2615840533A,MEGAHIT,82,11
184,2615840533A,MEGAHIT,83,11
185,2615840533A,MEGAHIT,84,12
186,2615840533A,MEGAHIT,85,12
187,2615840533A,MEGAHIT,86,12
188,2615840533A,MEGAHIT,87,13
189,2615840533A,MEGAHIT,88,13
190,2615840533A,MEGAHIT,89,13
191,2615840533A,MEGAHIT,90,14
192,2615840533A,MEGAHIT,91,15
193,2615840533A,MEGAHIT,92,15
194,2615840533A,MEGAHIT,93,16
195,2615840533A,MEGAHIT,94,17
196,2615840533A,MEGAHIT,95,18
197,2615840533A,MEGAHIT,96,19
198,2615840533A,MEGAHIT,97,20
199,2615840533A,MEGAHIT,98,24
200,2615840533A,MEGAHIT,99,0
201,2615840533A,MEGAHIT,100,0
202,2615840533B,MEGAHIT,0,0
203,2615840533B,MEGAHIT,1,0
204,2615840533B,MEGAHIT,2,0
205,2615840533B,MEGAHIT,3,0
206,2615840533B,MEGAHIT,4,0
207,2615840533B,MEGAHIT,5,0
208,2615840533B,MEGAHIT,6,0
209,2615840533B,MEGAHIT,7,0
210,2615840533B,MEGAHIT,8,0
211,2615840533B,MEGAHIT,9,0
212,2615840533B,MEGAHIT,10,0
213,2615840533B,MEGAHIT,11,1
214,2615840533B,MEGAHIT,12,1
215,2615840533B,MEGAHIT,13,1
216,2615840533B,MEGAHIT,14,1
217,2615840533B,MEGAHIT,15,1
218,2615840533B,MEGAHIT,16,1
219,2615840533B,MEGAHIT,17,1
220,2615840533B,MEGAHIT,18,1
221,2615840533B,MEGAHIT,19,1
222,2615840533B,MEGAHIT,20,2
223,2615840533B,MEGAHIT,21,2
224,2615840533B,MEGAHIT,22,2
225,2615840533B,MEGAHIT,23,2
226,2615840533B,MEGAHIT,24,2
227,2615840533B,MEGAHIT,25,2
228,2615840533B,MEGAHIT,26,2
229,2615840533B,MEGAHIT,27,2
230,2615840533B,MEGAHIT,28,2
231,2615840533B,MEGAHIT,29,3
232,2615840533B,MEGAHIT,30,3
233,2615840533B,MEGAHIT,31,3
234,2615840533B,MEGAHIT,32,3
235,2615840533B,MEGAHIT,33,3
236,2615840533B,MEGAHIT,34,3
237,2615840533B,MEGAHIT,35,3
238,2615840533B,MEGAHIT,36,4
239,2615840533B,MEGAHIT,37,4
240,2615840533B,MEGAHIT,38,4
241,2615840533B,MEGAHIT,39,4
242,2615840533B,MEGAHIT,40,4
243,2615840533B,MEGAHIT,41,4
244,2615840533B,MEGAHIT,42,4
245,2615840533B,MEGAHIT,43,4
246,2615840533B,MEGAHIT,44,5
247,2615840533B,MEGAHIT,45,5
248,2615840533B,MEGAHIT,46,5
249,2615840533B,MEGAHIT,47,5
250,2615840533B,MEGAHIT,48,5
251,2615840533B,MEGAHIT,49,5
252,2615840533B,MEGAHIT,50,5
253,2615840533B,MEGAHIT,51,6
254,2615840533B,MEGAHIT,52,6
255,2615840533B,MEGAHIT,53,6
256,2615840533B,MEGAHIT,54,6
257,2615840533B,MEGAHIT,55,6
258,2615840533B,MEGAHIT,56,6
259,2615840533B,MEGAHIT,57,6
260,2615840533B,MEGAHIT,58,7
261,2615840533B,MEGAHIT,59,7
262,2615840533B,MEGAHIT,60,7
263,2615840533B,MEGAHIT,61,7
264,2615840533B,MEGAHIT,62,7
265,2615840533B,MEGAHIT,63,8
266,2615840533B,MEGAHIT,64,8
267,2615840533B,MEGAHIT,65,8
268,2615840533B,MEGAHIT,66,8
269,2615840533B,MEGAHIT,67,8
270,2615840533B,MEGAHIT,68,9
271,2615840533B,MEGAHIT,69,9
272,2615840533B,MEGAHIT,70,9
273,2615840533B,MEGAHIT,71,9
274,2615840533B,MEGAHIT,72,10
275,2615840533B,MEGAHIT,73,10
276,2615840533B,MEGAHIT,74,10
277,2615840533B,MEGAHIT,75,10
278,2615840533B,MEGAHIT,76,10
279,2615840533B,MEGAHIT,77,11
280,2615840533B,MEGAHIT,78,11
281,2615840533B,MEGAHIT,79,11
282,2615840533B,MEGAHIT,80,11
283,2615840533B,MEGAHIT,81,12
284,2615840533B,MEGAHIT,82,12
285,2615840533B,MEGAHIT,83,12
286,2615840533B,MEGAHIT,84,13
287,2615840533B,MEGAHIT,85,13
288,2615840533B,MEGAHIT,86,13
289,2615840533B,MEGAHIT,87,14
290,2615840533B,MEGAHIT,88,14
291,2615840533B,MEGAHIT,89,15
292,2615840533B,MEGAHIT,90,15
293,2615840533B,MEGAHIT,91,16
294,2615840533B,MEGAHIT,92,16
295,2615840533B,MEGAHIT,93,17
296,2615840533B,MEGAHIT,94,19
297,2615840533B,MEGAHIT,95,20
298,2615840533B,MEGAHIT,96,21
299,2615840533B,MEGAHIT,97,23
300,2615840533B,MEGAHIT,98,25
301,2615840533B,MEGAHIT,99,0
302,2615840533B,MEGAHIT,100,0
303,2615840601,MEGAHIT,0,0
304,2615840601,MEGAHIT,1,0
305,2615840601,MEGAHIT,2,0
306,2615840601,MEGAHIT,3,0
307,2615840601,MEGAHIT,4,0
308,2615840601,MEGAHIT,5,0
309,2615840601,MEGAHIT,6,0
310,2615840601,MEGAHIT,7,0
311,2615840601,MEGAHIT,8,0
312,2615840601,MEGAHIT,9,0
313,2615840601,MEGAHIT,10,0
314,2615840601,MEGAHIT,11,0
315,2615840601,MEGAHIT,12,0
316,2615840601,MEGAHIT,13,0
317,2615840601,MEGAHIT,14,1
318,2615840601,MEGAHIT,15,1
319,2615840601,MEGAHIT,16,1
320,2615840601,MEGAHIT,17,1
321,2615840601,MEGAHIT,18,1
322,2615840601,MEGAHIT,19,2
323,2615840601,MEGAHIT,20,2
324,2615840601,MEGAHIT,21,2
325,2615840601,MEGAHIT,22,2
326,2615840601,MEGAHIT,23,2
327,2615840601,MEGAHIT,24,3
328,2615840601,MEGAHIT,25,3
329,2615840601,MEGAHIT,26,3
330,2615840601,MEGAHIT,27,3
331,2615840601,MEGAHIT,28,3
332,2615840601,MEGAHIT,29,4
333,2615840601,MEGAHIT,30,4
334,2615840601,MEGAHIT,31,4
335,2615840601,MEGAHIT,32,4
336,2615840601,MEGAHIT,33,5
337,2615840601,MEGAHIT,34,5
338,2615840601,MEGAHIT,35,5
339,2615840601,MEGAHIT,36,6
340,2615840601,MEGAHIT,37,6
341,2615840601,MEGAHIT,38,6
342,2615840601,MEGAHIT,39,6
343,2615840601,MEGAHIT,40,7
344,2615840601,MEGAHIT,41,7
345,2615840601,MEGAHIT,42,7
346,2615840601,MEGAHIT,43,8
347,2615840601,MEGAHIT,44,8
348,2615840601,MEGAHIT,45,8
349,2615840601,MEGAHIT,46,8
350,2615840601,MEGAHIT,47,9
351,2615840601,MEGAHIT,48,9
352,2615840601,MEGAHIT,49,9
353,2615840601,MEGAHIT,50,10
354,2615840601,MEGAHIT,51,10
355,2615840601,MEGAHIT,52,10
356,2615840601,MEGAHIT,53,11
357,2615840601,MEGAHIT,54,11
358,2615840601,MEGAHIT,55,12
359,2615840601,MEGAHIT,56,12
360,2615840601,MEGAHIT,57,12
361,2615840601,MEGAHIT,58,13
362,2615840601,MEGAHIT,59,13
363,2615840601,MEGAHIT,60,14
364,2615840601,MEGAHIT,61,14
365,2615840601,MEGAHIT,62,15
366,2615840601,MEGAHIT,63,15
367,2615840601,MEGAHIT,64,15
368,2615840601,MEGAHIT,65,16
369,2615840601,MEGAHIT,66,16
370,2615840601,MEGAHIT,67,17
371,2615840601,MEGAHIT,68,17
372,2615840601,MEGAHIT,69,18
373,2615840601,MEGAHIT,70,18
374,2615840601,MEGAHIT,71,19
375,2615840601,MEGAHIT,72,19
376,2615840601,MEGAHIT,73,20
377,2615840601,MEGAHIT,74,20
378,2615840601,MEGAHIT,75,21
379,2615840601,MEGAHIT,76,22
380,2615840601,MEGAHIT,77,22
381,2615840601,MEGAHIT,78,23
382,2615840601,MEGAHIT,79,24
383,2615840601,MEGAHIT,80,25
384,2615840601,MEGAHIT,81,25
385,2615840601,MEGAHIT,82,26
386,2615840601,MEGAHIT,83,27
387,2615840601,MEGAHIT,84,28
388,2615840601,MEGAHIT,85,29
389,2615840601,MEGAHIT,86,31
390,2615840601,MEGAHIT,87,32
391,2615840601,MEGAHIT,88,34
392,2615840601,MEGAHIT,89,35
393,2615840601,MEGAHIT,90,36
394,2615840601,MEGAHIT,91,38
395,2615840601,MEGAHIT,92,40
396,2615840601,MEGAHIT,93,42
397,2615840601,MEGAHIT,94,43
398,2615840601,MEGAHIT,95,45
399,2615840601,MEGAHIT,96,47
400,2615840601,MEGAHIT,97,50
401,2615840601,MEGAHIT,98,52
402,2615840601,MEGAHIT,99,55
403,2615840601,MEGAHIT,100,58
404,2615840646,MEGAHIT,0,0
405,2615840646,MEGAHIT,1,0
406,2615840646,MEGAHIT,2,0
407,2615840646,MEGAHIT,3,0
408,2615840646,MEGAHIT,4,0
409,2615840646,MEGAHIT,5,0
410,2615840646,MEGAHIT,6,0
411,2615840646,MEGAHIT,7,0
412,2615840646,MEGAHIT,8,0
413,2615840646,MEGAHIT,9,0
414,2615840646,MEGAHIT,10,0
415,2615840646,MEGAHIT,11,0
416,2615840646,MEGAHIT,12,0
417,2615840646,MEGAHIT,13,0
418,2615840646,MEGAHIT,14,0
419,2615840646,MEGAHIT,15,0
420,2615840646,MEGAHIT,16,1
421,2615840646,MEGAHIT,17,1
422,2615840646,MEGAHIT,18,1
423,2615840646,MEGAHIT,19,1
424,2615840646,MEGAHIT,20,1
425,2615840646,MEGAHIT,21,1
426,2615840646,MEGAHIT,22,1
427,2615840646,MEGAHIT,23,1
428,2615840646,MEGAHIT,24,1
429,2615840646,MEGAHIT,25,1
430,2615840646,MEGAHIT,26,1
431,2615840646,MEGAHIT,27,1
432,2615840646,MEGAHIT,28,1
433,2615840646,MEGAHIT,29,1
434,2615840646,MEGAHIT,30,2
435,2615840646,MEGAHIT,31,2
436,2615840646,MEGAHIT,32,2
437,2615840646,MEGAHIT,33,2
438,2615840646,MEGAHIT,34,2
439,2615840646,MEGAHIT,35,2
440,2615840646,MEGAHIT,36,2
441,2615840646,MEGAHIT,37,2
442,2615840646,MEGAHIT,38,2
443,2615840646,MEGAHIT,39,2
444,2615840646,MEGAHIT,40,2
445,2615840646,MEGAHIT,41,2
446,2615840646,MEGAHIT,42,2
447,2615840646,MEGAHIT,43,2
448,2615840646,MEGAHIT,44,3
