,Reference,Breadth of Coverage,Contigs
0,2615840527,0.9879462453408501,47
1,2615840533A,0.9632714862244888,37
2,2615840533B,0.9731816905363662,117
3,2615840601,0.9437483464547206,184
4,2615840646,0.24579651175206071,524
5,2615840697,0.8821869909374609,345
6,2616644829,0.8746807566231055,362
7,2617270709,0.9397044355175671,211
8,2623620557,0.0006227845577750681,3
9,2623620567,0.004473099496795942,12
10,2623620609,4.150852926417786e-05,1
11,2623620617,0.549214100376022,517
12,2623620618,0.5409587104850303,511
