,Reference,Assembler,Lx,nContigs
0,2615840527,SKESA,0,0
1,2615840527,SKESA,1,0
2,2615840527,SKESA,2,0
3,2615840527,SKESA,3,0
4,2615840527,SKESA,4,0
5,2615840527,SKESA,5,0
6,2615840527,SKESA,6,0
7,2615840527,SKESA,7,0
8,2615840527,SKESA,8,0
9,2615840527,SKESA,9,0
10,2615840527,SKESA,10,0
11,2615840527,SKESA,11,0
12,2615840527,SKESA,12,0
13,2615840527,SKESA,13,1
14,2615840527,SKESA,14,1
15,2615840527,SKESA,15,1
16,2615840527,SKESA,16,1
17,2615840527,SKESA,17,1
18,2615840527,SKESA,18,1
19,2615840527,SKESA,19,1
20,2615840527,SKESA,20,1
21,2615840527,SKESA,21,1
22,2615840527,SKESA,22,1
23,2615840527,SKESA,23,2
24,2615840527,SKESA,24,2
25,2615840527,SKESA,25,2
26,2615840527,SKESA,26,2
27,2615840527,SKESA,27,2
28,2615840527,SKESA,28,2
29,2615840527,SKESA,29,2
30,2615840527,SKESA,30,2
31,2615840527,SKESA,31,3
32,2615840527,SKESA,32,3
33,2615840527,SKESA,33,3
34,2615840527,SKESA,34,3
35,2615840527,SKESA,35,3
36,2615840527,SKESA,36,3
37,2615840527,SKESA,37,3
38,2615840527,SKESA,38,4
39,2615840527,SKESA,39,4
40,2615840527,SKESA,40,4
41,2615840527,SKESA,41,4
42,2615840527,SKESA,42,5
43,2615840527,SKESA,43,5
44,2615840527,SKESA,44,5
45,2615840527,SKESA,45,5
46,2615840527,SKESA,46,5
47,2615840527,SKESA,47,6
48,2615840527,SKESA,48,6
49,2615840527,SKESA,49,6
50,2615840527,SKESA,50,6
51,2615840527,SKESA,51,7
52,2615840527,SKESA,52,7
53,2615840527,SKESA,53,7
54,2615840527,SKESA,54,7
55,2615840527,SKESA,55,8
56,2615840527,SKESA,56,8
57,2615840527,SKESA,57,8
58,2615840527,SKESA,58,8
59,2615840527,SKESA,59,8
60,2615840527,SKESA,60,9
61,2615840527,SKESA,61,9
62,2615840527,SKESA,62,9
63,2615840527,SKESA,63,9
64,2615840527,SKESA,64,10
65,2615840527,SKESA,65,10
66,2615840527,SKESA,66,10
67,2615840527,SKESA,67,11
68,2615840527,SKESA,68,11
69,2615840527,SKESA,69,11
70,2615840527,SKESA,70,11
71,2615840527,SKESA,71,12
72,2615840527,SKESA,72,12
73,2615840527,SKESA,73,12
74,2615840527,SKESA,74,13
75,2615840527,SKESA,75,13
76,2615840527,SKESA,76,13
77,2615840527,SKESA,77,13
78,2615840527,SKESA,78,14
79,2615840527,SKESA,79,14
80,2615840527,SKESA,80,14
81,2615840527,SKESA,81,15
82,2615840527,SKESA,82,15
83,2615840527,SKESA,83,16
84,2615840527,SKESA,84,16
85,2615840527,SKESA,85,16
86,2615840527,SKESA,86,17
87,2615840527,SKESA,87,17
88,2615840527,SKESA,88,18
89,2615840527,SKESA,89,18
90,2615840527,SKESA,90,19
91,2615840527,SKESA,91,20
92,2615840527,SKESA,92,20
93,2615840527,SKESA,93,21
94,2615840527,SKESA,94,23
95,2615840527,SKESA,95,25
96,2615840527,SKESA,96,27
97,2615840527,SKESA,97,29
98,2615840527,SKESA,98,34
99,2615840527,SKESA,99,0
100,2615840527,SKESA,100,0
101,2615840533A,SKESA,0,0
102,2615840533A,SKESA,1,0
103,2615840533A,SKESA,2,0
104,2615840533A,SKESA,3,0
105,2615840533A,SKESA,4,0
106,2615840533A,SKESA,5,0
107,2615840533A,SKESA,6,0
108,2615840533A,SKESA,7,0
109,2615840533A,SKESA,8,0
110,2615840533A,SKESA,9,0
111,2615840533A,SKESA,10,1
112,2615840533A,SKESA,11,1
113,2615840533A,SKESA,12,1
114,2615840533A,SKESA,13,1
115,2615840533A,SKESA,14,1
116,2615840533A,SKESA,15,1
117,2615840533A,SKESA,16,2
118,2615840533A,SKESA,17,2
119,2615840533A,SKESA,18,2
120,2615840533A,SKESA,19,2
121,2615840533A,SKESA,20,2
122,2615840533A,SKESA,21,3
