,Reference,Breadth of Coverage,Contigs
0,2615840527,0.9961786275281844,26
1,2615840533A,0.9925504269031995,24
2,2615840533B,0.9928916486774292,38
3,2615840601,0.9686877229840054,126
4,2615840646,0.9843952422305425,15
5,2615840697,0.9696337668949051,132
6,2616644829,0.9654918090660397,134
7,2617270709,0.9814976298488378,85
8,2623620557,0.9763647290699755,688
9,2623620567,0.9790618443884614,630
10,2623620609,0.0024882959980607688,5
11,2623620617,0.8871952931428483,600
12,2623620618,0.892272831903547,593
