,Reference,Assembler,Lx,nContigs
0,2615840527,metaSPAdes,0,0
1,2615840527,metaSPAdes,1,0
2,2615840527,metaSPAdes,2,0
3,2615840527,metaSPAdes,3,0
4,2615840527,metaSPAdes,4,0
5,2615840527,metaSPAdes,5,0
6,2615840527,metaSPAdes,6,0
7,2615840527,metaSPAdes,7,0
8,2615840527,metaSPAdes,8,0
9,2615840527,metaSPAdes,9,0
10,2615840527,metaSPAdes,10,0
11,2615840527,metaSPAdes,11,0
12,2615840527,metaSPAdes,12,0
13,2615840527,metaSPAdes,13,0
14,2615840527,metaSPAdes,14,0
15,2615840527,metaSPAdes,15,0
16,2615840527,metaSPAdes,16,0
17,2615840527,metaSPAdes,17,0
18,2615840527,metaSPAdes,18,0
19,2615840527,metaSPAdes,19,0
20,2615840527,metaSPAdes,20,0
21,2615840527,metaSPAdes,21,0
22,2615840527,metaSPAdes,22,0
23,2615840527,metaSPAdes,23,0
24,2615840527,metaSPAdes,24,0
25,2615840527,metaSPAdes,25,0
26,2615840527,metaSPAdes,26,0
27,2615840527,metaSPAdes,27,0
28,2615840527,metaSPAdes,28,0
29,2615840527,metaSPAdes,29,0
30,2615840527,metaSPAdes,30,0
31,2615840527,metaSPAdes,31,0
32,2615840527,metaSPAdes,32,0
33,2615840527,metaSPAdes,33,0
34,2615840527,metaSPAdes,34,0
35,2615840527,metaSPAdes,35,1
36,2615840527,metaSPAdes,36,1
37,2615840527,metaSPAdes,37,1
38,2615840527,metaSPAdes,38,1
39,2615840527,metaSPAdes,39,1
40,2615840527,metaSPAdes,40,1
41,2615840527,metaSPAdes,41,1
42,2615840527,metaSPAdes,42,1
43,2615840527,metaSPAdes,43,1
44,2615840527,metaSPAdes,44,1
45,2615840527,metaSPAdes,45,1
46,2615840527,metaSPAdes,46,1
47,2615840527,metaSPAdes,47,1
48,2615840527,metaSPAdes,48,1
49,2615840527,metaSPAdes,49,1
50,2615840527,metaSPAdes,50,1
51,2615840527,metaSPAdes,51,1
52,2615840527,metaSPAdes,52,1
53,2615840527,metaSPAdes,53,1
54,2615840527,metaSPAdes,54,1
55,2615840527,metaSPAdes,55,1
56,2615840527,metaSPAdes,56,1
57,2615840527,metaSPAdes,57,1
58,2615840527,metaSPAdes,58,1
59,2615840527,metaSPAdes,59,1
60,2615840527,metaSPAdes,60,1
61,2615840527,metaSPAdes,61,1
62,2615840527,metaSPAdes,62,1
63,2615840527,metaSPAdes,63,1
64,2615840527,metaSPAdes,64,2
65,2615840527,metaSPAdes,65,2
66,2615840527,metaSPAdes,66,2
67,2615840527,metaSPAdes,67,2
68,2615840527,metaSPAdes,68,2
69,2615840527,metaSPAdes,69,2
70,2615840527,metaSPAdes,70,2
71,2615840527,metaSPAdes,71,2
72,2615840527,metaSPAdes,72,2
73,2615840527,metaSPAdes,73,2
74,2615840527,metaSPAdes,74,3
75,2615840527,metaSPAdes,75,3
76,2615840527,metaSPAdes,76,3
77,2615840527,metaSPAdes,77,3
78,2615840527,metaSPAdes,78,3
79,2615840527,metaSPAdes,79,3
80,2615840527,metaSPAdes,80,3
81,2615840527,metaSPAdes,81,3
82,2615840527,metaSPAdes,82,4
83,2615840527,metaSPAdes,83,4
84,2615840527,metaSPAdes,84,4
85,2615840527,metaSPAdes,85,4
86,2615840527,metaSPAdes,86,4
87,2615840527,metaSPAdes,87,5
88,2615840527,metaSPAdes,88,5
89,2615840527,metaSPAdes,89,5
90,2615840527,metaSPAdes,90,5
91,2615840527,metaSPAdes,91,6
92,2615840527,metaSPAdes,92,6
