,Reference,Breadth of Coverage,Contigs
0,Bacillus_subtilis,0.9800935665402849,32
1,Enterococcus_faecalis,0.0014307343241282747,1
2,Escherichia_coli_plasmid,0.0,0
3,Escherichia_coli,0.007673592793437072,30
4,Lactobacillus_fermentum,0.0028367744640963024,3
5,Listeria_monocytogenes,0.9639225730213993,226
6,Pseudomonas_aeruginosa,0.7856853244762843,2070
7,Salmonella_enterica,0.0047099151929535735,20
8,Staphylococcus_aureus,0.0,0
9,Staphylococcus_aureus_plasmid1,0.0,0
10,Staphylococcus_aureus_plasmid2,0.0,0
11,Staphylococcus_aureus_plasmid3,0.0,0
