Reference,Breadth of Coverage,Contigs
Bacillus_subtilis,0.9850267334737796,23
Enterococcus_faecalis,0.9791258989973964,31
Escherichia_coli_plasmid,1.0,1
Escherichia_coli,0.9763538850816106,135
Lactobacillus_fermentum,0.9484006207838734,79
Listeria_monocytogenes,0.9892478867723008,19
Pseudomonas_aeruginosa,0.9908795656277006,80
Salmonella_enterica,0.9836867345442383,105
Staphylococcus_aureus,0.986214772802507,40
Staphylococcus_aureus_plasmid1,1.0,1
Staphylococcus_aureus_plasmid2,1.0,1
Staphylococcus_aureus_plasmid3,1.0,1
