Reference,Breadth of Coverage,Contigs
Bacillus_subtilis,0.9855544572638893,18
Enterococcus_faecalis,0.9780989754662978,19
Escherichia_coli_plasmid,1.0,1
Escherichia_coli,0.979364523776848,84
Lactobacillus_fermentum,0.9428735029519775,78
Listeria_monocytogenes,0.9888141128253388,17
Pseudomonas_aeruginosa,0.9904259657584363,57
Salmonella_enterica,0.9807586371205522,48
Staphylococcus_aureus,0.9860106371240042,18
Staphylococcus_aureus_plasmid1,1.0,1
Staphylococcus_aureus_plasmid2,0.944043321299639,1
Staphylococcus_aureus_plasmid3,0.983962579351821,1
