Reference,Breadth of Coverage,Contigs
Bacillus_subtilis,0.9768466439609489,115
Enterococcus_faecalis,0.9736967700759684,166
Escherichia_coli_plasmid,0.9657567245720727,6
Escherichia_coli,0.7917612540641629,1122
Lactobacillus_fermentum,0.9205776628022503,236
Listeria_monocytogenes,0.9633661526657047,126
Pseudomonas_aeruginosa,0.9594661920136389,521
Salmonella_enterica,0.8038349105183343,1084
Staphylococcus_aureus,0.9565282957797248,175
Staphylococcus_aureus_plasmid1,1.0001578033769922,2
Staphylococcus_aureus_plasmid2,0.0,0
Staphylococcus_aureus_plasmid3,0.0,0
