,Reference,Assembler,NGx,Basepairs
0,Bacillus_subtilis,MINIA,0,132084
1,Bacillus_subtilis,MINIA,1,0
2,Bacillus_subtilis,MINIA,2,0
3,Bacillus_subtilis,MINIA,3,0
4,Bacillus_subtilis,MINIA,4,0
5,Bacillus_subtilis,MINIA,5,0
6,Bacillus_subtilis,MINIA,6,0
7,Bacillus_subtilis,MINIA,7,0
8,Bacillus_subtilis,MINIA,8,0
9,Bacillus_subtilis,MINIA,9,0
10,Bacillus_subtilis,MINIA,10,0
11,Enterococcus_faecalis,MINIA,0,130628
12,Enterococcus_faecalis,MINIA,1,0
13,Enterococcus_faecalis,MINIA,2,0
14,Enterococcus_faecalis,MINIA,3,0
15,Enterococcus_faecalis,MINIA,4,0
16,Enterococcus_faecalis,MINIA,5,0
17,Enterococcus_faecalis,MINIA,6,0
18,Enterococcus_faecalis,MINIA,7,0
19,Enterococcus_faecalis,MINIA,8,0
20,Enterococcus_faecalis,MINIA,9,0
21,Enterococcus_faecalis,MINIA,10,0
22,Escherichia_coli_plasmid,MINIA,0,36371
23,Escherichia_coli_plasmid,MINIA,1,0
24,Escherichia_coli_plasmid,MINIA,2,0
25,Escherichia_coli_plasmid,MINIA,3,0
26,Escherichia_coli_plasmid,MINIA,4,0
27,Escherichia_coli_plasmid,MINIA,5,0
28,Escherichia_coli_plasmid,MINIA,6,0
29,Escherichia_coli_plasmid,MINIA,7,0
30,Escherichia_coli_plasmid,MINIA,8,0
31,Escherichia_coli_plasmid,MINIA,9,0
32,Escherichia_coli_plasmid,MINIA,10,0
33,Escherichia_coli,MINIA,0,54070
34,Escherichia_coli,MINIA,1,0
35,Escherichia_coli,MINIA,2,0
36,Escherichia_coli,MINIA,3,0
37,Escherichia_coli,MINIA,4,0
38,Escherichia_coli,MINIA,5,0
39,Escherichia_coli,MINIA,6,0
40,Escherichia_coli,MINIA,7,0
41,Escherichia_coli,MINIA,8,0
42,Escherichia_coli,MINIA,9,0
43,Escherichia_coli,MINIA,10,0
44,Lactobacillus_fermentum,MINIA,0,66009
45,Lactobacillus_fermentum,MINIA,1,0
46,Lactobacillus_fermentum,MINIA,2,0
47,Lactobacillus_fermentum,MINIA,3,0
48,Lactobacillus_fermentum,MINIA,4,0
49,Lactobacillus_fermentum,MINIA,5,0
50,Lactobacillus_fermentum,MINIA,6,0
51,Lactobacillus_fermentum,MINIA,7,0
52,Lactobacillus_fermentum,MINIA,8,0
53,Lactobacillus_fermentum,MINIA,9,0
54,Lactobacillus_fermentum,MINIA,10,0
55,Listeria_monocytogenes,MINIA,0,161812
56,Listeria_monocytogenes,MINIA,1,0
57,Listeria_monocytogenes,MINIA,2,0
58,Listeria_monocytogenes,MINIA,3,0
59,Listeria_monocytogenes,MINIA,4,0
60,Listeria_monocytogenes,MINIA,5,0
61,Listeria_monocytogenes,MINIA,6,0
62,Listeria_monocytogenes,MINIA,7,0
63,Listeria_monocytogenes,MINIA,8,0
64,Listeria_monocytogenes,MINIA,9,0
65,Listeria_monocytogenes,MINIA,10,0
66,Pseudomonas_aeruginosa,MINIA,0,105985
67,Pseudomonas_aeruginosa,MINIA,1,0
68,Pseudomonas_aeruginosa,MINIA,2,0
69,Pseudomonas_aeruginosa,MINIA,3,0
70,Pseudomonas_aeruginosa,MINIA,4,0
71,Pseudomonas_aeruginosa,MINIA,5,0
72,Pseudomonas_aeruginosa,MINIA,6,0
73,Pseudomonas_aeruginosa,MINIA,7,0
74,Pseudomonas_aeruginosa,MINIA,8,0
75,Pseudomonas_aeruginosa,MINIA,9,0
76,Pseudomonas_aeruginosa,MINIA,10,0
77,Salmonella_enterica,MINIA,0,56906
78,Salmonella_enterica,MINIA,1,0
79,Salmonella_enterica,MINIA,2,0
80,Salmonella_enterica,MINIA,3,0
81,Salmonella_enterica,MINIA,4,0
82,Salmonella_enterica,MINIA,5,0
83,Salmonella_enterica,MINIA,6,0
84,Salmonella_enterica,MINIA,7,0
85,Salmonella_enterica,MINIA,8,0
86,Salmonella_enterica,MINIA,9,0
87,Salmonella_enterica,MINIA,10,0
88,Staphylococcus_aureus,MINIA,0,90652
89,Staphylococcus_aureus,MINIA,1,0
90,Staphylococcus_aureus,MINIA,2,0
91,Staphylococcus_aureus,MINIA,3,0
92,Staphylococcus_aureus,MINIA,4,0
93,Staphylococcus_aureus,MINIA,5,0
94,Staphylococcus_aureus,MINIA,6,0
95,Staphylococcus_aureus,MINIA,7,0
96,Staphylococcus_aureus,MINIA,8,0
97,Staphylococcus_aureus,MINIA,9,0
98,Staphylococcus_aureus,MINIA,10,0
99,Staphylococcus_aureus_plasmid1,MINIA,0,6336
100,Staphylococcus_aureus_plasmid1,MINIA,1,0
101,Staphylococcus_aureus_plasmid1,MINIA,2,0
102,Staphylococcus_aureus_plasmid1,MINIA,3,0
103,Staphylococcus_aureus_plasmid1,MINIA,4,0
104,Staphylococcus_aureus_plasmid1,MINIA,5,0
105,Staphylococcus_aureus_plasmid1,MINIA,6,0
106,Staphylococcus_aureus_plasmid1,MINIA,7,0
107,Staphylococcus_aureus_plasmid1,MINIA,8,0
108,Staphylococcus_aureus_plasmid1,MINIA,9,0
109,Staphylococcus_aureus_plasmid1,MINIA,10,0
110,Staphylococcus_aureus_plasmid2,MINIA,0,0
111,Staphylococcus_aureus_plasmid2,MINIA,1,0
112,Staphylococcus_aureus_plasmid2,MINIA,2,0
113,Staphylococcus_aureus_plasmid2,MINIA,3,0
114,Staphylococcus_aureus_plasmid2,MINIA,4,0
115,Staphylococcus_aureus_plasmid2,MINIA,5,0
116,Staphylococcus_aureus_plasmid2,MINIA,6,0
117,Staphylococcus_aureus_plasmid2,MINIA,7,0
118,Staphylococcus_aureus_plasmid2,MINIA,8,0
119,Staphylococcus_aureus_plasmid2,MINIA,9,0
120,Staphylococcus_aureus_plasmid2,MINIA,10,0
121,Staphylococcus_aureus_plasmid3,MINIA,0,0
122,Staphylococcus_aureus_plasmid3,MINIA,1,0
123,Staphylococcus_aureus_plasmid3,MINIA,2,0
124,Staphylococcus_aureus_plasmid3,MINIA,3,0
125,Staphylococcus_aureus_plasmid3,MINIA,4,0
126,Staphylococcus_aureus_plasmid3,MINIA,5,0
127,Staphylococcus_aureus_plasmid3,MINIA,6,0
128,Staphylococcus_aureus_plasmid3,MINIA,7,0
129,Staphylococcus_aureus_plasmid3,MINIA,8,0
130,Staphylococcus_aureus_plasmid3,MINIA,9,0
131,Staphylococcus_aureus_plasmid3,MINIA,10,0
