Reference,Breadth of Coverage,Contigs
Bacillus_subtilis,0.9771375717834123,117
Enterococcus_faecalis,0.9736275353272941,167
Escherichia_coli_plasmid,0.9553937476706028,5
Escherichia_coli,0.7916391245792094,1123
Lactobacillus_fermentum,0.9205818615433627,237
Listeria_monocytogenes,0.96335646126011,127
Pseudomonas_aeruginosa,0.9594610391426801,521
Salmonella_enterica,0.804093117573921,1084
Staphylococcus_aureus,0.9565352842083582,175
Staphylococcus_aureus_plasmid1,0.9998421966230078,1
Staphylococcus_aureus_plasmid2,0.0,0
Staphylococcus_aureus_plasmid3,0.0,0
