,Reference,Assembler,Lx,nContigs
0,Bacillus_subtilis,SPAdes,0,0
1,Bacillus_subtilis,SPAdes,1,
2,Bacillus_subtilis,SPAdes,2,
3,Bacillus_subtilis,SPAdes,3,
4,Bacillus_subtilis,SPAdes,4,
5,Bacillus_subtilis,SPAdes,5,
6,Bacillus_subtilis,SPAdes,6,
7,Bacillus_subtilis,SPAdes,7,
8,Bacillus_subtilis,SPAdes,8,
9,Bacillus_subtilis,SPAdes,9,
10,Bacillus_subtilis,SPAdes,10,
11,Enterococcus_faecalis,SPAdes,0,0
12,Enterococcus_faecalis,SPAdes,1,
13,Enterococcus_faecalis,SPAdes,2,
14,Enterococcus_faecalis,SPAdes,3,
15,Enterococcus_faecalis,SPAdes,4,
16,Enterococcus_faecalis,SPAdes,5,
17,Enterococcus_faecalis,SPAdes,6,
18,Enterococcus_faecalis,SPAdes,7,
19,Enterococcus_faecalis,SPAdes,8,
20,Enterococcus_faecalis,SPAdes,9,
21,Enterococcus_faecalis,SPAdes,10,
22,Escherichia_coli_plasmid,SPAdes,0,0
23,Escherichia_coli_plasmid,SPAdes,1,
24,Escherichia_coli_plasmid,SPAdes,2,
25,Escherichia_coli_plasmid,SPAdes,3,
26,Escherichia_coli_plasmid,SPAdes,4,
27,Escherichia_coli_plasmid,SPAdes,5,
28,Escherichia_coli_plasmid,SPAdes,6,
29,Escherichia_coli_plasmid,SPAdes,7,
30,Escherichia_coli_plasmid,SPAdes,8,
31,Escherichia_coli_plasmid,SPAdes,9,
32,Escherichia_coli_plasmid,SPAdes,10,
33,Escherichia_coli,SPAdes,0,0
34,Escherichia_coli,SPAdes,1,
35,Escherichia_coli,SPAdes,2,
36,Escherichia_coli,SPAdes,3,
37,Escherichia_coli,SPAdes,4,
38,Escherichia_coli,SPAdes,5,
39,Escherichia_coli,SPAdes,6,
40,Escherichia_coli,SPAdes,7,
41,Escherichia_coli,SPAdes,8,
42,Escherichia_coli,SPAdes,9,
43,Escherichia_coli,SPAdes,10,
44,Lactobacillus_fermentum,SPAdes,0,0
45,Lactobacillus_fermentum,SPAdes,1,
46,Lactobacillus_fermentum,SPAdes,2,
47,Lactobacillus_fermentum,SPAdes,3,
48,Lactobacillus_fermentum,SPAdes,4,
49,Lactobacillus_fermentum,SPAdes,5,
50,Lactobacillus_fermentum,SPAdes,6,
51,Lactobacillus_fermentum,SPAdes,7,
52,Lactobacillus_fermentum,SPAdes,8,
53,Lactobacillus_fermentum,SPAdes,9,
54,Lactobacillus_fermentum,SPAdes,10,
55,Listeria_monocytogenes,SPAdes,0,0
56,Listeria_monocytogenes,SPAdes,1,
57,Listeria_monocytogenes,SPAdes,2,
58,Listeria_monocytogenes,SPAdes,3,
59,Listeria_monocytogenes,SPAdes,4,
60,Listeria_monocytogenes,SPAdes,5,
61,Listeria_monocytogenes,SPAdes,6,
62,Listeria_monocytogenes,SPAdes,7,
63,Listeria_monocytogenes,SPAdes,8,
