Reference,Breadth of Coverage,Contigs
Bacillus_subtilis,0.9768347794448247,116
Enterococcus_faecalis,0.9604529006899577,165
Escherichia_coli_plasmid,0.9553937476706028,5
Escherichia_coli,0.7904448996670608,1120
Lactobacillus_fermentum,0.9177576833026038,236
Listeria_monocytogenes,0.9747659191362484,127
Pseudomonas_aeruginosa,0.9585360251931222,518
Salmonella_enterica,0.8019766180800404,1079
Staphylococcus_aureus,0.9564668711701572,175
Staphylococcus_aureus_plasmid1,0.9998421966230078,1
Staphylococcus_aureus_plasmid2,0.0,0
Staphylococcus_aureus_plasmid3,0.0,0
