,Reference,Breadth of Coverage,Contigs
0,Bacillus_subtilis,0.9865226512151118,26
1,Enterococcus_faecalis,0.9940493260682535,19
2,Escherichia_coli_plasmid,0.09549392311398365,6
3,Escherichia_coli,0.9865000753341668,191
4,Lactobacillus_fermentum,0.9830580796112806,72
5,Listeria_monocytogenes,0.9898083173647932,14
6,Pseudomonas_aeruginosa,0.9654214385932368,1404
7,Salmonella_enterica,0.9875858921883647,78
8,Staphylococcus_aureus,0.9908514112947719,20
9,Staphylococcus_aureus_plasmid1,0.9996843932460154,1
10,Staphylococcus_aureus_plasmid2,0.9995487364620939,1
11,Staphylococcus_aureus_plasmid3,0.9996658870698296,1
