,Reference,Breadth of Coverage,Contigs
0,Bacillus_subtilis,0.9768449137190142,116
1,Enterococcus_faecalis,0.973631752672391,167
2,Escherichia_coli_plasmid,0.8277200541783705,33
3,Escherichia_coli,0.7917593654638801,1123
4,Lactobacillus_fermentum,0.9206044297768422,237
5,Listeria_monocytogenes,0.9633671552249041,127
6,Pseudomonas_aeruginosa,0.9596458063727763,527
7,Salmonella_enterica,0.8037531834681935,1083
8,Staphylococcus_aureus,0.956523146411258,175
9,Staphylococcus_aureus_plasmid1,0.9998421966230078,1
10,Staphylococcus_aureus_plasmid2,0.0,0
11,Staphylococcus_aureus_plasmid3,0.0,0
