Assembler,L90,LSA,NA50,NG50,Ns,basepairs,breadth_of_coverage,contigs,identity,lowest_identity,misassembled contigs,misassembly events,multiplicity,parsimony,validity
ABySS,8.0,0.24411213691483125,351502.0,351502.0,1.0,2961845.0,0.9898083173647932,14.0,0.9999941247996638,0.9999712513467375,0.0,0.0,1.0123372424958093,1.0123372424958093,1.0
BCALM2,72.0,0.054075369727123436,46368.0,44353.0,0.0,2916831.0,0.9747652507634488,126.0,1.0,1.0,0.0,0.0,1.0005841474258987,1.0005841474258987,1.0
GATBMiniaPipeline,11.0,0.2112776547600508,351140.0,351140.0,0.0,2951180.0,0.9862442194107491,19.0,0.9999786780383795,0.9995735607675906,0.0,0.0,1.0000102894384744,1.0000102894384744,1.0
IDBA-UD,13.0,0.19577207418136028,254629.0,254629.0,0.0,2952356.0,0.9866372226169335,26.0,0.999890598404017,0.9972260748959778,0.0,0.0,0.9999132895897378,0.9999132895897378,1.0
MEGAHIT,8.0,0.21129737175764,447841.0,447841.0,0.0,2961173.0,0.9895837441041164,19.0,0.9994461409423087,0.9906498363721365,0.0,0.0,0.9996845781688919,0.9996974111770097,0.999987163107582
MetaHipMer2,13.0,0.15651920803170224,193935.0,193935.0,0.0,2949910.0,0.9858198026829821,24.0,1.0,1.0,0.0,0.0,1.000078920179787,1.000078920179787,1.0
metaSPAdes,9.0,0.21125058566166569,351096.0,351096.0,0.0,2923230.0,0.9769037095358752,16.0,0.9995804744338066,0.9972363945578231,0.0,0.0,1.0000379716956929,1.0000379716956929,1.0
MINIA,75.0,0.054075369727123436,46368.0,44353.0,0.0,2882724.0,0.9633671552249041,127.0,0.9999441559166806,0.9929078014184397,0.0,0.0,1.0006053302362627,1.0006053302362627,1.0
SKESA,12.0,0.21066575946198662,351009.0,351009.0,0.0,2910021.0,0.9724894413806978,24.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
SPAdes,10.0,0.18146488603241206,300425.0,300425.0,0.0,2916832.0,0.9747655849498487,16.0,0.99957976274365,0.9975409836065574,0.0,0.0,0.9997531568496232,0.9997531568496232,1.0
Unicycler,8.0,0.2434160266440133,350995.0,350995.0,0.0,2914588.0,0.9740156706686602,16.0,0.9981162089752177,0.9698593436034829,0.0,0.0,0.9999907362550041,1.0000051465249977,0.9999855898041689
VelvetOptimiser,66.0,0.05407570391352325,52654.0,51199.0,0.0,2918755.0,0.9754082253966959,116.0,1.0,1.0,0.0,0.0,1.000520769985833,1.000520769985833,1.0
