Assembler,L90,LSA,NA50,NG50,Ns,basepairs,breadth_of_coverage,contigs,identity,lowest_identity,misassembled contigs,misassembly events,multiplicity,parsimony,validity
ABySS,0.0,0.000873043565315584,1421.0,0.0,0.0,179111.0,0.026369596294644106,125.0,0.999391352898771,0.9668367346938775,0.0,0.0,1.0003238215408323,1.0008095538520805,0.9995146605971348
BCALM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GATBMiniaPipeline,66.0,0.05677153495192371,103446.0,97463.0,0.0,6646877.0,0.9785856988691657,136.0,0.999921415625396,0.9966414777497901,0.0,0.0,1.0001948283381805,1.00019527967796,0.9999995487483407
IDBA-UD,48.0,0.05677712949753619,171408.0,171408.0,0.0,6695520.0,0.9857471589277906,119.0,0.9985635588932152,0.9214697406340058,0.0,0.0,1.0005930831361867,1.0006165316510145,0.9999765659330162
MEGAHIT,28.0,0.07592019233458916,258176.0,258176.0,0.0,6738936.0,0.9921390745149308,75.0,0.9987641822729546,0.9744011272898074,0.0,0.0,1.0001271714110358,1.0001372620247468,0.9999899107711568
MetaHipMer2,0.0,0.0008709824169320395,1608.0,1107.0,0.0,3766165.0,0.5544732072793872,2391.0,0.9993812797271242,0.9367396593673966,0.0,0.0,1.0129134050398427,1.013426723345674,0.9994934825636564
metaSPAdes,33.0,0.09158963124583169,189098.0,189098.0,0.0,6733500.0,0.9913387600425775,68.0,0.9986999855512567,0.9769463340891912,0.0,0.0,1.0002398455483774,1.0002398455483774,1.0
MINIA,324.0,0.024077599292142756,22511.0,21863.0,0.0,6494267.0,0.9561177092396865,497.0,0.9998675297281534,0.9864743011722272,0.0,0.0,1.0009362103529158,1.000992413770484,0.9999473904833691
SKESA,0.0,0.004292341508731172,1930.0,1049.0,0.0,3512871.0,0.5171820273749951,1877.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
SPAdes,31.0,0.12480003180057506,264371.0,264371.0,0.0,6710057.0,0.9878873670743323,74.0,0.9993571350149782,0.9930939226519337,0.0,0.0,1.0001305503068008,1.0001305503068008,1.0
Unicycler,24.0,0.12478486763746756,337495.0,337495.0,0.0,6712831.0,0.9882957689040432,70.0,0.9988343456318465,0.9772655509946322,0.0,0.0,0.9995235989108023,0.9995252375637045,0.9999983605687575
VelvetOptimiser,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
