Assembler,L90,LSA,NA50,NG50,Ns,basepairs,breadth_of_coverage,contigs,identity,lowest_identity,misassembled contigs,misassembly events,multiplicity,parsimony,validity
ABySS,111.0,0.027284608285415346,45414.0,45414.0,0.0,4701101.0,0.9865000753341668,191.0,0.998684210757718,0.7959875671093529,0.0,0.0,1.0162883120358401,1.0164572086411248,0.9998338379581071
BCALM2,0.0,0.011346290810029054,4465.0,3200.0,0.0,3766804.0,0.790443011066778,1120.0,1.0,1.0,0.0,0.0,1.0022833680754295,1.0022833680754295,1.0
GATBMiniaPipeline,112.0,0.027645121094951687,55370.0,54964.0,0.0,4615508.0,0.9685388571114404,199.0,0.999937556712063,0.9893858984078847,0.0,0.0,1.001270066046901,1.001270066046901,1.0
IDBA-UD,250.0,0.01877667385593841,18743.0,18745.0,0.0,4497820.0,0.9438426804358218,449.0,0.9924037812510231,0.32740387982351704,8.0,15.0,1.0086882089545601,1.0218937174008742,0.9870774149782412
MEGAHIT,54.0,0.07228365768993968,74550.0,75417.0,0.0,4662513.0,0.9784025966994822,137.0,0.9996399133144503,0.988921372518849,3.0,5.0,1.0004150122476871,1.0004658432051556,0.9999491927107618
MetaHipMer2,107.0,0.027640924205434386,59122.0,56794.0,0.0,4613132.0,0.9680402666367848,191.0,0.9999872671995442,0.9983566146261298,0.0,0.0,1.001038556884997,1.0010576328620122,0.9999809441770494
metaSPAdes,33.0,0.10446099977462703,138793.0,138793.0,0.0,4657179.0,0.9772832862652174,82.0,0.9994311925593872,0.9874723655121592,2.0,6.0,1.0001569619720436,1.0001569619720436,1.0
MINIA,0.0,0.011346290810029054,4465.0,3211.0,0.0,3773077.0,0.7917593654638801,1123.0,0.9999741110183562,0.9923203510696654,0.0,0.0,1.0022753312482093,1.0022753312482093,1.0
SKESA,152.0,0.027376310321368422,34752.0,34302.0,0.0,4560589.0,0.9570144083414018,270.0,0.9947097253255685,0.47489663319551095,3.0,4.0,1.0026428603849196,1.00969216914745,0.9930183584879314
SPAdes,49.0,0.06828045462386008,85988.0,89006.0,0.0,4615956.0,0.968632867436628,120.0,0.9977602844840228,0.8082713524930903,1.0,3.0,1.0052730138675499,1.0080037591346191,0.9972909374173231
Unicycler,57.0,0.0727249606226841,96845.0,94991.0,0.0,4594376.0,0.964104423647458,111.0,0.9999075000488244,0.9898770788141721,0.0,0.0,0.9999751870547817,0.9999751870547817,1.0
VelvetOptimiser,0.0,0.011654342500599105,4598.0,3363.0,0.0,3810326.0,0.7995758623453814,1093.0,1.0,1.0,0.0,0.0,1.0021937755457144,1.0021937755457144,1.0
