,Reference,Breadth of Coverage,Contigs
0,Bacillus_subtilis,0.976130818154786,169
1,Enterococcus_faecalis,0.9665975724961622,218
2,Escherichia_coli_plasmid,0.9480942121864973,8
3,Escherichia_coli,0.7861668003375978,1146
4,Lactobacillus_fermentum,0.9097013487930982,281
5,Listeria_monocytogenes,0.9672002732308005,184
6,Pseudomonas_aeruginosa,0.955462411278604,594
7,Salmonella_enterica,0.7990710008475242,1105
8,Staphylococcus_aureus,0.9549433937280692,207
9,Staphylococcus_aureus_plasmid1,0.0,0
10,Staphylococcus_aureus_plasmid2,0.0,0
11,Staphylococcus_aureus_plasmid3,0.0,0
