,Reference,Breadth of Coverage,Contigs
0,Bacillus_subtilis,0.9842629552482811,30
1,Enterococcus_faecalis,0.9786806176442473,38
2,Escherichia_coli_plasmid,0.9949366858472642,3
3,Escherichia_coli,0.9720812417085202,180
4,Lactobacillus_fermentum,0.9432513896520975,83
5,Listeria_monocytogenes,0.9884144258911581,24
6,Pseudomonas_aeruginosa,0.9871686151880136,102
7,Salmonella_enterica,0.9756289516289315,166
8,Staphylococcus_aureus,0.9844205857038819,53
9,Staphylococcus_aureus_plasmid1,1.0,1
10,Staphylococcus_aureus_plasmid2,1.0,1
11,Staphylococcus_aureus_plasmid3,1.0,1
