task_id	hash	process	tag	status	exit	start	container	cpus	time	disk	memory	duration	realtime	queue	%cpu	%mem	rss	vmem	rchar	wchar
1	d4/33118f	PROCESS_REFERENCE	-	COMPLETED	0	2021-07-30 11:48:24.182	docker:cimendes/lmas-python-base:0.1	4	-	-	8 GB	9.3s	2.1s	-	94.6%	0.0%	32.1 MB	419.2 MB	37.3 MB	88.5 MB
66	cf/00c74f	reformat_IDBA	ENN	COMPLETED	0	2021-07-30 11:48:29.318	docker:pcerqueira/bbtools:38.44	4	-	-	8 GB	40.4s	28.9s	-	237.9%	0.1%	135.8 MB	3 GB	690.3 MB	2.6 GB
6	72/2d3905	PROCESS_READS	ENN	COMPLETED	0	2021-07-30 11:48:24.287	docker:cimendes/lmas-python-base:0.1	4	-	-	8 GB	52.1s	43.7s	-	100.2%	0.0%	53.6 MB	494.7 MB	350.9 MB	433 B
67	66/e355e1	reformat_IDBA	EMS	COMPLETED	0	2021-07-30 11:48:29.310	docker:pcerqueira/bbtools:38.44	4	-	-	8 GB	50.5s	40.6s	-	217.4%	0.0%	133.4 MB	3 GB	1.8 GB	3.1 GB
63	fb/0fa539	reformat_IDBA	ERR2984773	COMPLETED	0	2021-07-30 11:48:29.284	docker:pcerqueira/bbtools:38.44	4	-	-	8 GB	1m 16s	1m 5s	-	158.0%	0.1%	154.2 MB	3 GB	1.8 GB	3.6 GB
3	82/5259bc	PROCESS_READS	ERR2984773	COMPLETED	0	2021-07-30 11:48:24.278	docker:cimendes/lmas-python-base:0.1	4	-	-	8 GB	1m 42s	1m 32s	-	82.6%	0.0%	53.6 MB	494.7 MB	892.5 MB	460 B
7	cd/7e9260	PROCESS_READS	EMS	COMPLETED	0	2021-07-30 11:48:24.284	docker:cimendes/lmas-python-base:0.1	4	-	-	8 GB	1m 42s	1m 33s	-	76.6%	0.0%	53.6 MB	494.7 MB	888.9 MB	432 B
24	bf/6fb04e	MINIA	ENN	COMPLETED	0	2021-07-30 11:48:24.258	docker:cimendes/minia:3.2.4-1	4	-	-	16 GB	4m 3s	3m 53s	-	350.9%	2.0%	5 GB	7.9 GB	6.4 GB	3.5 GB
71	85/921393	FILTER_ASSEMBLY	MINIA	COMPLETED	0	2021-07-30 11:52:29.261	docker:pcerqueira/bbtools:38.44	4	-	-	8 GB	4.8s	1.7s	-	81.5%	0.0%	13.3 MB	128.9 MB	33.8 MB	27.5 MB
62	71/06daaa	reformat_IDBA	ERR2935805	COMPLETED	0	2021-07-30 11:48:29.328	docker:pcerqueira/bbtools:38.44	4	-	-	8 GB	4m 10s	4m 2s	-	156.6%	0.1%	240.2 MB	3 GB	6.1 GB	15.1 GB
64	f7/2c67a9	reformat_IDBA	LHS	COMPLETED	0	2021-07-30 11:48:29.323	docker:pcerqueira/bbtools:38.44	4	-	-	8 GB	4m 15s	4m 6s	-	165.7%	0.1%	232.4 MB	3 GB	5.7 GB	10.7 GB
5	77/26cf02	PROCESS_READS	LNN	COMPLETED	0	2021-07-30 11:48:24.275	docker:cimendes/lmas-python-base:0.1	4	-	-	8 GB	4m 22s	4m 16s	-	98.6%	0.0%	53.2 MB	494.7 MB	2 GB	437 B
25	82/ab0a92	MINIA	EMS	COMPLETED	0	2021-07-30 11:48:24.262	docker:cimendes/minia:3.2.4-1	4	-	-	16 GB	4m 27s	4m 17s	-	463.8%	2.6%	6.6 GB	12.2 GB	9.2 GB	4.4 GB
65	33/d745c7	reformat_IDBA	LNN	COMPLETED	0	2021-07-30 11:48:29.307	docker:pcerqueira/bbtools:38.44	4	-	-	8 GB	4m 31s	4m 22s	-	161.8%	0.1%	245.4 MB	3 GB	3.9 GB	12.8 GB
76	78/d687c9	FILTER_ASSEMBLY	MINIA	COMPLETED	0	2021-07-30 11:52:54.288	docker:pcerqueira/bbtools:38.44	4	-	-	8 GB	5s	992ms	-	138.4%	0.0%	10.5 MB	55.5 MB	33.9 MB	27.5 MB
73	0b/0fb486	ASSEMBLY_MAPPING	MINIA	COMPLETED	0	2021-07-30 11:52:34.286	docker:cimendes/minimap2:2.17-1	4	-	-	8 GB	29.9s	26.5s	-	218.8%	0.3%	647.8 MB	1.1 GB	116.1 MB	606.5 KB
