Reference,Breadth of Coverage,Contigs
Bacillus_subtilis,0.9800063129112878,116
Enterococcus_faecalis,0.006176301894431417,8
Escherichia_coli_plasmid,0.0,0
Escherichia_coli,0.0012649425005151682,4
Lactobacillus_fermentum,0.0008313507402643003,1
Listeria_monocytogenes,0.7895975794210689,1288
Pseudomonas_aeruginosa,0.9866848342174188,109
Salmonella_enterica,0.00030736934281787304,1
Staphylococcus_aureus,0.0,0
Staphylococcus_aureus_plasmid1,0.0,0
Staphylococcus_aureus_plasmid2,0.0,0
Staphylococcus_aureus_plasmid3,0.0,0
