,Reference,Breadth of Coverage,Contigs
0,Bacillus_subtilis,0.05080509393112698,172
1,Enterococcus_faecalis,0.0765209152201173,179
2,Escherichia_coli_plasmid,0.013662766914832692,1
3,Escherichia_coli,0.026786857188663193,107
4,Lactobacillus_fermentum,0.004798636248886678,8
5,Listeria_monocytogenes,0.150606782246147,357
6,Pseudomonas_aeruginosa,0.014613983713983272,85
7,Salmonella_enterica,0.02109881493676343,84
8,Staphylococcus_aureus,0.11197081043703426,247
9,Staphylococcus_aureus_plasmid1,0.0,0
10,Staphylococcus_aureus_plasmid2,0.0,0
11,Staphylococcus_aureus_plasmid3,0.5322418977614434,1
