,Reference,Breadth of Coverage,Contigs
0,Bacillus_subtilis,0.9831096254100364,66
1,Enterococcus_faecalis,0.9855756254322778,108
2,Escherichia_coli_plasmid,0.9947003372512658,3
3,Escherichia_coli,0.9740900828759773,234
4,Lactobacillus_fermentum,0.9353278403302729,137
5,Listeria_monocytogenes,0.9871007391534791,50
6,Pseudomonas_aeruginosa,0.9874209586401131,277
7,Salmonella_enterica,0.9787377309629548,213
8,Staphylococcus_aureus,0.9866848365811136,80
9,Staphylococcus_aureus_plasmid1,0.0,0
10,Staphylococcus_aureus_plasmid2,0.621841155234657,1
11,Staphylococcus_aureus_plasmid3,0.6531907784831273,1
