Reference,Breadth of Coverage,Contigs
Bacillus_subtilis,0.976130818154786,169
Enterococcus_faecalis,0.9605035088311207,218
Escherichia_coli_plasmid,0.9480942121864973,8
Escherichia_coli,0.7863588080330144,1147
Lactobacillus_fermentum,0.9097128953311573,282
Listeria_monocytogenes,0.973456576821767,185
Pseudomonas_aeruginosa,0.9554491610389955,600
Salmonella_enterica,0.798741361408781,1104
Staphylococcus_aureus,0.9549433937280692,206
Staphylococcus_aureus_plasmid1,0.0,0
Staphylococcus_aureus_plasmid2,0.0,0
Staphylococcus_aureus_plasmid3,0.0,0
