Reference,Breadth of Coverage,Contigs
Bacillus_subtilis,0.9826770649263399,50
Enterococcus_faecalis,0.9763290963072926,48
Escherichia_coli_plasmid,0.9830647140636505,2
Escherichia_coli,0.9728566170468419,168
Lactobacillus_fermentum,0.9356464198121798,95
Listeria_monocytogenes,0.9880254329217717,26
Pseudomonas_aeruginosa,0.9895997397064041,100
Salmonella_enterica,0.9778685669361348,145
Staphylococcus_aureus,0.9834940671919022,49
Staphylococcus_aureus_plasmid1,0.9790121508600284,2
Staphylococcus_aureus_plasmid2,1.0,1
Staphylococcus_aureus_plasmid3,1.0,1
