,Reference,Assembler,Lx,nContigs
0,Bacillus_subtilis,metaSPAdes,0,0
1,Bacillus_subtilis,metaSPAdes,1,
2,Bacillus_subtilis,metaSPAdes,2,
3,Bacillus_subtilis,metaSPAdes,3,
4,Bacillus_subtilis,metaSPAdes,4,
5,Bacillus_subtilis,metaSPAdes,5,
6,Bacillus_subtilis,metaSPAdes,6,
7,Bacillus_subtilis,metaSPAdes,7,
8,Bacillus_subtilis,metaSPAdes,8,
9,Bacillus_subtilis,metaSPAdes,9,
10,Bacillus_subtilis,metaSPAdes,10,
11,Enterococcus_faecalis,metaSPAdes,0,0
12,Enterococcus_faecalis,metaSPAdes,1,
13,Enterococcus_faecalis,metaSPAdes,2,
14,Enterococcus_faecalis,metaSPAdes,3,
15,Enterococcus_faecalis,metaSPAdes,4,
16,Enterococcus_faecalis,metaSPAdes,5,
17,Enterococcus_faecalis,metaSPAdes,6,
18,Enterococcus_faecalis,metaSPAdes,7,
19,Enterococcus_faecalis,metaSPAdes,8,
20,Enterococcus_faecalis,metaSPAdes,9,
21,Enterococcus_faecalis,metaSPAdes,10,
22,Escherichia_coli_plasmid,metaSPAdes,0,0
23,Escherichia_coli_plasmid,metaSPAdes,1,1
24,Escherichia_coli_plasmid,metaSPAdes,2,
25,Escherichia_coli_plasmid,metaSPAdes,3,
26,Escherichia_coli_plasmid,metaSPAdes,4,
27,Escherichia_coli_plasmid,metaSPAdes,5,
28,Escherichia_coli_plasmid,metaSPAdes,6,
29,Escherichia_coli_plasmid,metaSPAdes,7,
30,Escherichia_coli_plasmid,metaSPAdes,8,
31,Escherichia_coli_plasmid,metaSPAdes,9,
32,Escherichia_coli_plasmid,metaSPAdes,10,
33,Escherichia_coli,metaSPAdes,0,0
34,Escherichia_coli,metaSPAdes,1,50
35,Escherichia_coli,metaSPAdes,2,
36,Escherichia_coli,metaSPAdes,3,
37,Escherichia_coli,metaSPAdes,4,
38,Escherichia_coli,metaSPAdes,5,
39,Escherichia_coli,metaSPAdes,6,
40,Escherichia_coli,metaSPAdes,7,
41,Escherichia_coli,metaSPAdes,8,
42,Escherichia_coli,metaSPAdes,9,
43,Escherichia_coli,metaSPAdes,10,
44,Lactobacillus_fermentum,metaSPAdes,0,0
45,Lactobacillus_fermentum,metaSPAdes,1,
46,Lactobacillus_fermentum,metaSPAdes,2,
47,Lactobacillus_fermentum,metaSPAdes,3,
48,Lactobacillus_fermentum,metaSPAdes,4,
49,Lactobacillus_fermentum,metaSPAdes,5,
50,Lactobacillus_fermentum,metaSPAdes,6,
51,Lactobacillus_fermentum,metaSPAdes,7,
52,Lactobacillus_fermentum,metaSPAdes,8,
53,Lactobacillus_fermentum,metaSPAdes,9,
54,Lactobacillus_fermentum,metaSPAdes,10,
55,Listeria_monocytogenes,metaSPAdes,0,0
56,Listeria_monocytogenes,metaSPAdes,1,
57,Listeria_monocytogenes,metaSPAdes,2,
58,Listeria_monocytogenes,metaSPAdes,3,
59,Listeria_monocytogenes,metaSPAdes,4,
60,Listeria_monocytogenes,metaSPAdes,5,
61,Listeria_monocytogenes,metaSPAdes,6,
62,Listeria_monocytogenes,metaSPAdes,7,
63,Listeria_monocytogenes,metaSPAdes,8,
64,Listeria_monocytogenes,metaSPAdes,9,
65,Listeria_monocytogenes,metaSPAdes,10,
66,Pseudomonas_aeruginosa,metaSPAdes,0,0
67,Pseudomonas_aeruginosa,metaSPAdes,1,
68,Pseudomonas_aeruginosa,metaSPAdes,2,
69,Pseudomonas_aeruginosa,metaSPAdes,3,
70,Pseudomonas_aeruginosa,metaSPAdes,4,
71,Pseudomonas_aeruginosa,metaSPAdes,5,
72,Pseudomonas_aeruginosa,metaSPAdes,6,
73,Pseudomonas_aeruginosa,metaSPAdes,7,
74,Pseudomonas_aeruginosa,metaSPAdes,8,
75,Pseudomonas_aeruginosa,metaSPAdes,9,
76,Pseudomonas_aeruginosa,metaSPAdes,10,
77,Salmonella_enterica,metaSPAdes,0,0
78,Salmonella_enterica,metaSPAdes,1,
79,Salmonella_enterica,metaSPAdes,2,
