Reference,Breadth of Coverage,Contigs
Bacillus_subtilis,0.9834633362969906,33
Enterococcus_faecalis,0.9765107935918848,53
Escherichia_coli_plasmid,0.9810375703364331,4
Escherichia_coli,0.948794380532812,416
Lactobacillus_fermentum,0.9384196883169503,86
Listeria_monocytogenes,0.98660714584095,23
Pseudomonas_aeruginosa,0.9862418345398413,159
Salmonella_enterica,0.9600182446710391,398
Staphylococcus_aureus,0.9774207548974172,75
Staphylococcus_aureus_plasmid1,0.0,0
Staphylococcus_aureus_plasmid2,0.0,0
Staphylococcus_aureus_plasmid3,0.0,0
