Reference,Breadth of Coverage,Contigs
Bacillus_subtilis,0.9848643379093289,29
Enterococcus_faecalis,0.979125196106547,31
Escherichia_coli_plasmid,0.9954548346923378,4
Escherichia_coli,0.9720329774790711,184
Lactobacillus_fermentum,0.9444648258335945,89
Listeria_monocytogenes,0.9877393693635287,21
Pseudomonas_aeruginosa,0.9892908618986416,96
Salmonella_enterica,0.9792642296458677,161
Staphylococcus_aureus,0.9852062322070929,48
Staphylococcus_aureus_plasmid1,0.997632949345116,1
Staphylococcus_aureus_plasmid2,0.0,0
Staphylococcus_aureus_plasmid3,0.0,0
