,Reference,Breadth of Coverage,Contigs
0,Bacillus_subtilis,0.984425597990151,22
1,Enterococcus_faecalis,0.9884465831070025,21
2,Escherichia_coli_plasmid,0.9793558591725982,9
3,Escherichia_coli,0.968632867436628,120
4,Lactobacillus_fermentum,0.9408943213600982,78
5,Listeria_monocytogenes,0.9747655849498487,16
6,Pseudomonas_aeruginosa,0.9888649403076706,67
7,Salmonella_enterica,0.9693809291504211,91
8,Staphylococcus_aureus,0.9822295294212845,24
9,Staphylococcus_aureus_plasmid1,0.9998421966230078,1
10,Staphylococcus_aureus_plasmid2,1.0,1
11,Staphylococcus_aureus_plasmid3,0.5603073838957567,1
