,Reference,Assembler,Lx,nContigs
0,Bacillus_subtilis,GATBMiniaPipeline,0,0
1,Bacillus_subtilis,GATBMiniaPipeline,1,0
2,Bacillus_subtilis,GATBMiniaPipeline,2,0
3,Bacillus_subtilis,GATBMiniaPipeline,3,0
4,Bacillus_subtilis,GATBMiniaPipeline,4,0
5,Bacillus_subtilis,GATBMiniaPipeline,5,0
6,Bacillus_subtilis,GATBMiniaPipeline,6,0
7,Bacillus_subtilis,GATBMiniaPipeline,7,0
8,Bacillus_subtilis,GATBMiniaPipeline,8,0
9,Bacillus_subtilis,GATBMiniaPipeline,9,0
10,Bacillus_subtilis,GATBMiniaPipeline,10,1
11,Bacillus_subtilis,GATBMiniaPipeline,11,1
12,Bacillus_subtilis,GATBMiniaPipeline,12,1
13,Bacillus_subtilis,GATBMiniaPipeline,13,1
14,Bacillus_subtilis,GATBMiniaPipeline,14,1
15,Bacillus_subtilis,GATBMiniaPipeline,15,1
16,Bacillus_subtilis,GATBMiniaPipeline,16,1
17,Bacillus_subtilis,GATBMiniaPipeline,17,1
18,Bacillus_subtilis,GATBMiniaPipeline,18,1
19,Bacillus_subtilis,GATBMiniaPipeline,19,2
20,Bacillus_subtilis,GATBMiniaPipeline,20,2
21,Bacillus_subtilis,GATBMiniaPipeline,21,2
22,Bacillus_subtilis,GATBMiniaPipeline,22,2
23,Bacillus_subtilis,GATBMiniaPipeline,23,2
24,Bacillus_subtilis,GATBMiniaPipeline,24,2
25,Bacillus_subtilis,GATBMiniaPipeline,25,2
26,Bacillus_subtilis,GATBMiniaPipeline,26,2
27,Bacillus_subtilis,GATBMiniaPipeline,27,2
28,Bacillus_subtilis,GATBMiniaPipeline,28,3
29,Bacillus_subtilis,GATBMiniaPipeline,29,3
30,Bacillus_subtilis,GATBMiniaPipeline,30,3
31,Bacillus_subtilis,GATBMiniaPipeline,31,3
32,Bacillus_subtilis,GATBMiniaPipeline,32,3
33,Bacillus_subtilis,GATBMiniaPipeline,33,3
34,Bacillus_subtilis,GATBMiniaPipeline,34,3
35,Bacillus_subtilis,GATBMiniaPipeline,35,3
36,Bacillus_subtilis,GATBMiniaPipeline,36,4
37,Bacillus_subtilis,GATBMiniaPipeline,37,4
38,Bacillus_subtilis,GATBMiniaPipeline,38,4
39,Bacillus_subtilis,GATBMiniaPipeline,39,4
40,Bacillus_subtilis,GATBMiniaPipeline,40,4
41,Bacillus_subtilis,GATBMiniaPipeline,41,4
42,Bacillus_subtilis,GATBMiniaPipeline,42,4
43,Bacillus_subtilis,GATBMiniaPipeline,43,5
44,Bacillus_subtilis,GATBMiniaPipeline,44,5
45,Bacillus_subtilis,GATBMiniaPipeline,45,5
46,Bacillus_subtilis,GATBMiniaPipeline,46,5
47,Bacillus_subtilis,GATBMiniaPipeline,47,5
48,Bacillus_subtilis,GATBMiniaPipeline,48,5
49,Bacillus_subtilis,GATBMiniaPipeline,49,5
50,Bacillus_subtilis,GATBMiniaPipeline,50,6
51,Bacillus_subtilis,GATBMiniaPipeline,51,6
52,Bacillus_subtilis,GATBMiniaPipeline,52,6
53,Bacillus_subtilis,GATBMiniaPipeline,53,6
54,Bacillus_subtilis,GATBMiniaPipeline,54,6
55,Bacillus_subtilis,GATBMiniaPipeline,55,6
56,Bacillus_subtilis,GATBMiniaPipeline,56,7
57,Bacillus_subtilis,GATBMiniaPipeline,57,7
58,Bacillus_subtilis,GATBMiniaPipeline,58,7
59,Bacillus_subtilis,GATBMiniaPipeline,59,7
60,Bacillus_subtilis,GATBMiniaPipeline,60,7
61,Bacillus_subtilis,GATBMiniaPipeline,61,7
62,Bacillus_subtilis,GATBMiniaPipeline,62,7
63,Bacillus_subtilis,GATBMiniaPipeline,63,8
64,Bacillus_subtilis,GATBMiniaPipeline,64,8
65,Bacillus_subtilis,GATBMiniaPipeline,65,8
66,Bacillus_subtilis,GATBMiniaPipeline,66,8
67,Bacillus_subtilis,GATBMiniaPipeline,67,8
68,Bacillus_subtilis,GATBMiniaPipeline,68,8
69,Bacillus_subtilis,GATBMiniaPipeline,69,9
70,Bacillus_subtilis,GATBMiniaPipeline,70,9
71,Bacillus_subtilis,GATBMiniaPipeline,71,9
72,Bacillus_subtilis,GATBMiniaPipeline,72,9
73,Bacillus_subtilis,GATBMiniaPipeline,73,9
74,Bacillus_subtilis,GATBMiniaPipeline,74,10
75,Bacillus_subtilis,GATBMiniaPipeline,75,10
76,Bacillus_subtilis,GATBMiniaPipeline,76,10
77,Bacillus_subtilis,GATBMiniaPipeline,77,10
78,Bacillus_subtilis,GATBMiniaPipeline,78,11
79,Bacillus_subtilis,GATBMiniaPipeline,79,11
80,Bacillus_subtilis,GATBMiniaPipeline,80,11
81,Bacillus_subtilis,GATBMiniaPipeline,81,11
82,Bacillus_subtilis,GATBMiniaPipeline,82,12
83,Bacillus_subtilis,GATBMiniaPipeline,83,12
84,Bacillus_subtilis,GATBMiniaPipeline,84,12
85,Bacillus_subtilis,GATBMiniaPipeline,85,12
86,Bacillus_subtilis,GATBMiniaPipeline,86,13
87,Bacillus_subtilis,GATBMiniaPipeline,87,13
88,Bacillus_subtilis,GATBMiniaPipeline,88,13
89,Bacillus_subtilis,GATBMiniaPipeline,89,14
90,Bacillus_subtilis,GATBMiniaPipeline,90,14
91,Bacillus_subtilis,GATBMiniaPipeline,91,15
92,Bacillus_subtilis,GATBMiniaPipeline,92,16
93,Bacillus_subtilis,GATBMiniaPipeline,93,16
94,Bacillus_subtilis,GATBMiniaPipeline,94,18
95,Bacillus_subtilis,GATBMiniaPipeline,95,19
96,Bacillus_subtilis,GATBMiniaPipeline,96,20
97,Bacillus_subtilis,GATBMiniaPipeline,97,21
98,Bacillus_subtilis,GATBMiniaPipeline,98,24
99,Bacillus_subtilis,GATBMiniaPipeline,99,
100,Bacillus_subtilis,GATBMiniaPipeline,100,
101,Enterococcus_faecalis,GATBMiniaPipeline,0,0
102,Enterococcus_faecalis,GATBMiniaPipeline,1,0
103,Enterococcus_faecalis,GATBMiniaPipeline,2,0
104,Enterococcus_faecalis,GATBMiniaPipeline,3,0
105,Enterococcus_faecalis,GATBMiniaPipeline,4,0
106,Enterococcus_faecalis,GATBMiniaPipeline,5,0
107,Enterococcus_faecalis,GATBMiniaPipeline,6,0
108,Enterococcus_faecalis,GATBMiniaPipeline,7,0
109,Enterococcus_faecalis,GATBMiniaPipeline,8,0
110,Enterococcus_faecalis,GATBMiniaPipeline,9,0
111,Enterococcus_faecalis,GATBMiniaPipeline,10,0
112,Enterococcus_faecalis,GATBMiniaPipeline,11,0
113,Enterococcus_faecalis,GATBMiniaPipeline,12,0
114,Enterococcus_faecalis,GATBMiniaPipeline,13,0
115,Enterococcus_faecalis,GATBMiniaPipeline,14,1
116,Enterococcus_faecalis,GATBMiniaPipeline,15,1
117,Enterococcus_faecalis,GATBMiniaPipeline,16,1
118,Enterococcus_faecalis,GATBMiniaPipeline,17,1
119,Enterococcus_faecalis,GATBMiniaPipeline,18,1
120,Enterococcus_faecalis,GATBMiniaPipeline,19,1
121,Enterococcus_faecalis,GATBMiniaPipeline,20,1
122,Enterococcus_faecalis,GATBMiniaPipeline,21,1
123,Enterococcus_faecalis,GATBMiniaPipeline,22,1
124,Enterococcus_faecalis,GATBMiniaPipeline,23,2
125,Enterococcus_faecalis,GATBMiniaPipeline,24,2
126,Enterococcus_faecalis,GATBMiniaPipeline,25,2
127,Enterococcus_faecalis,GATBMiniaPipeline,26,2
128,Enterococcus_faecalis,GATBMiniaPipeline,27,2
129,Enterococcus_faecalis,GATBMiniaPipeline,28,2
130,Enterococcus_faecalis,GATBMiniaPipeline,29,2
131,Enterococcus_faecalis,GATBMiniaPipeline,30,2
132,Enterococcus_faecalis,GATBMiniaPipeline,31,3
133,Enterococcus_faecalis,GATBMiniaPipeline,32,3
134,Enterococcus_faecalis,GATBMiniaPipeline,33,3
135,Enterococcus_faecalis,GATBMiniaPipeline,34,3
136,Enterococcus_faecalis,GATBMiniaPipeline,35,3
137,Enterococcus_faecalis,GATBMiniaPipeline,36,3
138,Enterococcus_faecalis,GATBMiniaPipeline,37,3
139,Enterococcus_faecalis,GATBMiniaPipeline,38,4
140,Enterococcus_faecalis,GATBMiniaPipeline,39,4
141,Enterococcus_faecalis,GATBMiniaPipeline,40,4
142,Enterococcus_faecalis,GATBMiniaPipeline,41,4
143,Enterococcus_faecalis,GATBMiniaPipeline,42,4
144,Enterococcus_faecalis,GATBMiniaPipeline,43,4
145,Enterococcus_faecalis,GATBMiniaPipeline,44,5
146,Enterococcus_faecalis,GATBMiniaPipeline,45,5
147,Enterococcus_faecalis,GATBMiniaPipeline,46,5
148,Enterococcus_faecalis,GATBMiniaPipeline,47,5
149,Enterococcus_faecalis,GATBMiniaPipeline,48,5
150,Enterococcus_faecalis,GATBMiniaPipeline,49,6
151,Enterococcus_faecalis,GATBMiniaPipeline,50,6
152,Enterococcus_faecalis,GATBMiniaPipeline,51,6
153,Enterococcus_faecalis,GATBMiniaPipeline,52,6
154,Enterococcus_faecalis,GATBMiniaPipeline,53,7
155,Enterococcus_faecalis,GATBMiniaPipeline,54,7
156,Enterococcus_faecalis,GATBMiniaPipeline,55,7
157,Enterococcus_faecalis,GATBMiniaPipeline,56,7
158,Enterococcus_faecalis,GATBMiniaPipeline,57,8
159,Enterococcus_faecalis,GATBMiniaPipeline,58,8
160,Enterococcus_faecalis,GATBMiniaPipeline,59,8
161,Enterococcus_faecalis,GATBMiniaPipeline,60,8
162,Enterococcus_faecalis,GATBMiniaPipeline,61,9
163,Enterococcus_faecalis,GATBMiniaPipeline,62,9
164,Enterococcus_faecalis,GATBMiniaPipeline,63,9
165,Enterococcus_faecalis,GATBMiniaPipeline,64,10
166,Enterococcus_faecalis,GATBMiniaPipeline,65,10
167,Enterococcus_faecalis,GATBMiniaPipeline,66,10
168,Enterococcus_faecalis,GATBMiniaPipeline,67,11
169,Enterococcus_faecalis,GATBMiniaPipeline,68,11
170,Enterococcus_faecalis,GATBMiniaPipeline,69,12
171,Enterococcus_faecalis,GATBMiniaPipeline,70,12
172,Enterococcus_faecalis,GATBMiniaPipeline,71,13
173,Enterococcus_faecalis,GATBMiniaPipeline,72,13
174,Enterococcus_faecalis,GATBMiniaPipeline,73,13
175,Enterococcus_faecalis,GATBMiniaPipeline,74,14
176,Enterococcus_faecalis,GATBMiniaPipeline,75,14
177,Enterococcus_faecalis,GATBMiniaPipeline,76,15
178,Enterococcus_faecalis,GATBMiniaPipeline,77,15
179,Enterococcus_faecalis,GATBMiniaPipeline,78,16
180,Enterococcus_faecalis,GATBMiniaPipeline,79,16
181,Enterococcus_faecalis,GATBMiniaPipeline,80,17
182,Enterococcus_faecalis,GATBMiniaPipeline,81,17
183,Enterococcus_faecalis,GATBMiniaPipeline,82,18
184,Enterococcus_faecalis,GATBMiniaPipeline,83,19
185,Enterococcus_faecalis,GATBMiniaPipeline,84,19
186,Enterococcus_faecalis,GATBMiniaPipeline,85,20
187,Enterococcus_faecalis,GATBMiniaPipeline,86,21
188,Enterococcus_faecalis,GATBMiniaPipeline,87,22
189,Enterococcus_faecalis,GATBMiniaPipeline,88,22
190,Enterococcus_faecalis,GATBMiniaPipeline,89,23
191,Enterococcus_faecalis,GATBMiniaPipeline,90,24
192,Enterococcus_faecalis,GATBMiniaPipeline,91,25
193,Enterococcus_faecalis,GATBMiniaPipeline,92,26
194,Enterococcus_faecalis,GATBMiniaPipeline,93,27
195,Enterococcus_faecalis,GATBMiniaPipeline,94,29
196,Enterococcus_faecalis,GATBMiniaPipeline,95,30
197,Enterococcus_faecalis,GATBMiniaPipeline,96,32
198,Enterococcus_faecalis,GATBMiniaPipeline,97,34
199,Enterococcus_faecalis,GATBMiniaPipeline,98,36
200,Enterococcus_faecalis,GATBMiniaPipeline,99,45
201,Enterococcus_faecalis,GATBMiniaPipeline,100,
202,Escherichia_coli_plasmid,GATBMiniaPipeline,0,0
203,Escherichia_coli_plasmid,GATBMiniaPipeline,1,0
204,Escherichia_coli_plasmid,GATBMiniaPipeline,2,0
205,Escherichia_coli_plasmid,GATBMiniaPipeline,3,0
206,Escherichia_coli_plasmid,GATBMiniaPipeline,4,0
207,Escherichia_coli_plasmid,GATBMiniaPipeline,5,0
208,Escherichia_coli_plasmid,GATBMiniaPipeline,6,0
209,Escherichia_coli_plasmid,GATBMiniaPipeline,7,0
210,Escherichia_coli_plasmid,GATBMiniaPipeline,8,0
211,Escherichia_coli_plasmid,GATBMiniaPipeline,9,0
212,Escherichia_coli_plasmid,GATBMiniaPipeline,10,0
213,Escherichia_coli_plasmid,GATBMiniaPipeline,11,0
214,Escherichia_coli_plasmid,GATBMiniaPipeline,12,0
215,Escherichia_coli_plasmid,GATBMiniaPipeline,13,0
216,Escherichia_coli_plasmid,GATBMiniaPipeline,14,0
217,Escherichia_coli_plasmid,GATBMiniaPipeline,15,1
218,Escherichia_coli_plasmid,GATBMiniaPipeline,16,1
219,Escherichia_coli_plasmid,GATBMiniaPipeline,17,1
220,Escherichia_coli_plasmid,GATBMiniaPipeline,18,1
221,Escherichia_coli_plasmid,GATBMiniaPipeline,19,1
222,Escherichia_coli_plasmid,GATBMiniaPipeline,20,1
223,Escherichia_coli_plasmid,GATBMiniaPipeline,21,1
224,Escherichia_coli_plasmid,GATBMiniaPipeline,22,1
225,Escherichia_coli_plasmid,GATBMiniaPipeline,23,2
226,Escherichia_coli_plasmid,GATBMiniaPipeline,24,2
227,Escherichia_coli_plasmid,GATBMiniaPipeline,25,2
228,Escherichia_coli_plasmid,GATBMiniaPipeline,26,2
229,Escherichia_coli_plasmid,GATBMiniaPipeline,27,2
230,Escherichia_coli_plasmid,GATBMiniaPipeline,28,2
231,Escherichia_coli_plasmid,GATBMiniaPipeline,29,2
232,Escherichia_coli_plasmid,GATBMiniaPipeline,30,2
233,Escherichia_coli_plasmid,GATBMiniaPipeline,31,3
234,Escherichia_coli_plasmid,GATBMiniaPipeline,32,3
235,Escherichia_coli_plasmid,GATBMiniaPipeline,33,3
236,Escherichia_coli_plasmid,GATBMiniaPipeline,34,3
237,Escherichia_coli_plasmid,GATBMiniaPipeline,35,3
238,Escherichia_coli_plasmid,GATBMiniaPipeline,36,3
239,Escherichia_coli_plasmid,GATBMiniaPipeline,37,4
240,Escherichia_coli_plasmid,GATBMiniaPipeline,38,4
241,Escherichia_coli_plasmid,GATBMiniaPipeline,39,4
242,Escherichia_coli_plasmid,GATBMiniaPipeline,40,4
243,Escherichia_coli_plasmid,GATBMiniaPipeline,41,4
244,Escherichia_coli_plasmid,GATBMiniaPipeline,42,4
245,Escherichia_coli_plasmid,GATBMiniaPipeline,43,5
246,Escherichia_coli_plasmid,GATBMiniaPipeline,44,5
247,Escherichia_coli_plasmid,GATBMiniaPipeline,45,5
248,Escherichia_coli_plasmid,GATBMiniaPipeline,46,5
249,Escherichia_coli_plasmid,GATBMiniaPipeline,47,5
