,Reference,Breadth of Coverage,Contigs
0,Bacillus_subtilis,0.9857267399251102,18
1,Enterococcus_faecalis,0.9906111354779938,21
2,Escherichia_coli_plasmid,0.9631387093548592,9
3,Escherichia_coli,0.9772832862652174,82
4,Lactobacillus_fermentum,0.9424761970742123,80
5,Listeria_monocytogenes,0.9769037095358752,16
6,Pseudomonas_aeruginosa,0.9902710851799015,56
7,Salmonella_enterica,0.9820704718276984,56
8,Staphylococcus_aureus,0.9862677377353077,19
9,Staphylococcus_aureus_plasmid1,0.9998421966230078,1
10,Staphylococcus_aureus_plasmid2,0.9368231046931408,1
11,Staphylococcus_aureus_plasmid3,0.9996658870698296,2
