,Reference,Breadth of Coverage,Contigs
0,Bacillus_subtilis,0.9822197867007179,22
1,Enterococcus_faecalis,0.9885323357906397,20
2,Escherichia_coli_plasmid,0.0,0
3,Escherichia_coli,0.964104423647458,111
4,Lactobacillus_fermentum,0.9314933400093317,80
5,Listeria_monocytogenes,0.9740156706686602,16
6,Pseudomonas_aeruginosa,0.9870233042269737,77
7,Salmonella_enterica,0.9743706912091528,89
8,Staphylococcus_aureus,0.9821401510971833,25
9,Staphylococcus_aureus_plasmid1,0.9853242859397191,1
10,Staphylococcus_aureus_plasmid2,0.9580324909747292,1
11,Staphylococcus_aureus_plasmid3,0.9689274974941531,1
