Sample,Assembler,Reference,Contiguity,Breadth of Coverage,Multiplicity,Validity,Parsimony,Identity,lowest Identity,L90,Contigs,NA50,NG50,Basepairs,Ns,Misassemblies
LNN,VelvetOptimizer,Escherichia_coli_plasmid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
LNN,Unicycler,Escherichia_coli_plasmid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
LNN,SPAdes,Escherichia_coli_plasmid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
LNN,SKESA,Escherichia_coli_plasmid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
LNN,MINIA,Escherichia_coli_plasmid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
LNN,metaSPAdes,Escherichia_coli_plasmid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
LNN,MEGAHIT,Escherichia_coli_plasmid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
LNN,IDBA-UD,Escherichia_coli_plasmid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
LNN,GATBMiniaPipeline,Escherichia_coli_plasmid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
LNN,BCALM2,Escherichia_coli_plasmid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
