,Reference,Breadth of Coverage,Contigs
0,Bacillus_subtilis,0.981878929039565,107
1,Enterococcus_faecalis,0.0,0
2,Escherichia_coli_plasmid,0.0,0
3,Escherichia_coli,0.0018092790709093862,8
4,Lactobacillus_fermentum,0.0007158853596720364,1
5,Listeria_monocytogenes,0.9894209953274058,27
6,Pseudomonas_aeruginosa,0.9913387600425775,68
7,Salmonella_enterica,0.005495881502920534,23
8,Staphylococcus_aureus,0.0,0
9,Staphylococcus_aureus_plasmid1,0.0,0
10,Staphylococcus_aureus_plasmid2,0.0,0
11,Staphylococcus_aureus_plasmid3,0.0,0
