,Reference,Assembler,Lx,nContigs
0,Bacillus_subtilis,MINIA,0,0
1,Bacillus_subtilis,MINIA,1,0
2,Bacillus_subtilis,MINIA,2,1
3,Bacillus_subtilis,MINIA,3,1
4,Bacillus_subtilis,MINIA,4,2
5,Bacillus_subtilis,MINIA,5,3
6,Bacillus_subtilis,MINIA,6,3
7,Bacillus_subtilis,MINIA,7,4
8,Bacillus_subtilis,MINIA,8,5
9,Bacillus_subtilis,MINIA,9,5
10,Bacillus_subtilis,MINIA,10,6
11,Bacillus_subtilis,MINIA,11,7
12,Bacillus_subtilis,MINIA,12,8
13,Bacillus_subtilis,MINIA,13,9
14,Bacillus_subtilis,MINIA,14,9
15,Bacillus_subtilis,MINIA,15,10
16,Bacillus_subtilis,MINIA,16,11
17,Bacillus_subtilis,MINIA,17,12
18,Bacillus_subtilis,MINIA,18,13
19,Bacillus_subtilis,MINIA,19,14
20,Bacillus_subtilis,MINIA,20,15
21,Bacillus_subtilis,MINIA,21,16
22,Bacillus_subtilis,MINIA,22,17
23,Bacillus_subtilis,MINIA,23,18
24,Bacillus_subtilis,MINIA,24,19
25,Bacillus_subtilis,MINIA,25,20
26,Bacillus_subtilis,MINIA,26,21
27,Bacillus_subtilis,MINIA,27,22
28,Bacillus_subtilis,MINIA,28,23
29,Bacillus_subtilis,MINIA,29,24
30,Bacillus_subtilis,MINIA,30,26
31,Bacillus_subtilis,MINIA,31,27
32,Bacillus_subtilis,MINIA,32,28
33,Bacillus_subtilis,MINIA,33,29
34,Bacillus_subtilis,MINIA,34,30
35,Bacillus_subtilis,MINIA,35,32
36,Bacillus_subtilis,MINIA,36,33
37,Bacillus_subtilis,MINIA,37,34
38,Bacillus_subtilis,MINIA,38,35
39,Bacillus_subtilis,MINIA,39,37
40,Bacillus_subtilis,MINIA,40,38
41,Bacillus_subtilis,MINIA,41,39
42,Bacillus_subtilis,MINIA,42,41
43,Bacillus_subtilis,MINIA,43,42
44,Bacillus_subtilis,MINIA,44,44
45,Bacillus_subtilis,MINIA,45,45
46,Bacillus_subtilis,MINIA,46,47
47,Bacillus_subtilis,MINIA,47,49
48,Bacillus_subtilis,MINIA,48,50
49,Bacillus_subtilis,MINIA,49,52
50,Bacillus_subtilis,MINIA,50,53
51,Bacillus_subtilis,MINIA,51,55
52,Bacillus_subtilis,MINIA,52,57
53,Bacillus_subtilis,MINIA,53,59
54,Bacillus_subtilis,MINIA,54,60
55,Bacillus_subtilis,MINIA,55,62
56,Bacillus_subtilis,MINIA,56,64
57,Bacillus_subtilis,MINIA,57,66
58,Bacillus_subtilis,MINIA,58,68
59,Bacillus_subtilis,MINIA,59,70
60,Bacillus_subtilis,MINIA,60,72
61,Bacillus_subtilis,MINIA,61,74
62,Bacillus_subtilis,MINIA,62,76
63,Bacillus_subtilis,MINIA,63,78
64,Bacillus_subtilis,MINIA,64,80
65,Bacillus_subtilis,MINIA,65,83
66,Bacillus_subtilis,MINIA,66,85
