,Reference,Breadth of Coverage,Contigs
0,Bacillus_subtilis,0.9742191479942665,277
1,Enterococcus_faecalis,0.005506095469446741,3
2,Escherichia_coli_plasmid,0.0,0
3,Escherichia_coli,0.0,0
4,Lactobacillus_fermentum,0.0,0
5,Listeria_monocytogenes,0.9451245880317156,589
6,Pseudomonas_aeruginosa,0.9559922736380594,496
7,Salmonella_enterica,0.0002756449608865683,1
8,Staphylococcus_aureus,0.0,0
9,Staphylococcus_aureus_plasmid1,0.0,0
10,Staphylococcus_aureus_plasmid2,0.0,0
11,Staphylococcus_aureus_plasmid3,0.0,0
