Reference,Breadth of Coverage,Contigs
Bacillus_subtilis,0.9850267334737796,22
Enterococcus_faecalis,0.9791258989973964,30
Escherichia_coli_plasmid,1.0,0
Escherichia_coli,0.9763538850816106,132
Lactobacillus_fermentum,0.9485921883471288,76
Listeria_monocytogenes,0.9892518970090985,19
Pseudomonas_aeruginosa,0.9907703247633728,80
Salmonella_enterica,0.9836867345442383,104
Staphylococcus_aureus,0.986214772802507,39
Staphylococcus_aureus_plasmid1,1.0,1
Staphylococcus_aureus_plasmid2,1.0,1
Staphylococcus_aureus_plasmid3,1.0,1
