,Reference,Assembler,Lx,nContigs
0,Bacillus_subtilis,VelvetOptimizer,0.0,0
1,Bacillus_subtilis,VelvetOptimizer,0.1111111111111111,2
2,Bacillus_subtilis,VelvetOptimizer,0.2222222222222222,5
3,Bacillus_subtilis,VelvetOptimizer,0.3333333333333333,10
4,Bacillus_subtilis,VelvetOptimizer,0.4444444444444444,16
5,Bacillus_subtilis,VelvetOptimizer,0.5555555555555556,23
6,Bacillus_subtilis,VelvetOptimizer,0.6666666666666666,31
7,Bacillus_subtilis,VelvetOptimizer,0.7777777777777777,43
8,Bacillus_subtilis,VelvetOptimizer,0.8888888888888888,61
9,Bacillus_subtilis,VelvetOptimizer,1.0,
10,Enterococcus_faecalis,VelvetOptimizer,0.0,0
11,Enterococcus_faecalis,VelvetOptimizer,0.1111111111111111,4
12,Enterococcus_faecalis,VelvetOptimizer,0.2222222222222222,9
13,Enterococcus_faecalis,VelvetOptimizer,0.3333333333333333,16
14,Enterococcus_faecalis,VelvetOptimizer,0.4444444444444444,24
15,Enterococcus_faecalis,VelvetOptimizer,0.5555555555555556,35
16,Enterococcus_faecalis,VelvetOptimizer,0.6666666666666666,48
17,Enterococcus_faecalis,VelvetOptimizer,0.7777777777777777,67
18,Enterococcus_faecalis,VelvetOptimizer,0.8888888888888888,100
19,Enterococcus_faecalis,VelvetOptimizer,1.0,
20,Escherichia_coli_plasmid,VelvetOptimizer,0.0,0
21,Escherichia_coli_plasmid,VelvetOptimizer,0.1111111111111111,0
22,Escherichia_coli_plasmid,VelvetOptimizer,0.2222222222222222,0
23,Escherichia_coli_plasmid,VelvetOptimizer,0.3333333333333333,1
24,Escherichia_coli_plasmid,VelvetOptimizer,0.4444444444444444,1
25,Escherichia_coli_plasmid,VelvetOptimizer,0.5555555555555556,1
26,Escherichia_coli_plasmid,VelvetOptimizer,0.6666666666666666,2
27,Escherichia_coli_plasmid,VelvetOptimizer,0.7777777777777777,2
28,Escherichia_coli_plasmid,VelvetOptimizer,0.8888888888888888,3
29,Escherichia_coli_plasmid,VelvetOptimizer,1.0,
30,Escherichia_coli,VelvetOptimizer,0.0,0
31,Escherichia_coli,VelvetOptimizer,0.1111111111111111,23
32,Escherichia_coli,VelvetOptimizer,0.2222222222222222,63
33,Escherichia_coli,VelvetOptimizer,0.3333333333333333,117
34,Escherichia_coli,VelvetOptimizer,0.4444444444444444,186
35,Escherichia_coli,VelvetOptimizer,0.5555555555555556,281
36,Escherichia_coli,VelvetOptimizer,0.6666666666666666,412
37,Escherichia_coli,VelvetOptimizer,0.7777777777777777,600
38,Escherichia_coli,VelvetOptimizer,0.8888888888888888,918
39,Escherichia_coli,VelvetOptimizer,1.0,
40,Lactobacillus_fermentum,VelvetOptimizer,0.0,0
41,Lactobacillus_fermentum,VelvetOptimizer,0.1111111111111111,4
42,Lactobacillus_fermentum,VelvetOptimizer,0.2222222222222222,11
43,Lactobacillus_fermentum,VelvetOptimizer,0.3333333333333333,21
44,Lactobacillus_fermentum,VelvetOptimizer,0.4444444444444444,36
