Reference,Breadth of Coverage,Contigs
Bacillus_subtilis,0.9771410322672819,117
Enterococcus_faecalis,0.9610805822185484,166
Escherichia_coli_plasmid,0.9657839955639187,6
Escherichia_coli,0.7914941220463866,1123
Lactobacillus_fermentum,0.9205766131169723,237
Listeria_monocytogenes,0.9752865815471627,128
Pseudomonas_aeruginosa,0.959462953066179,522
Salmonella_enterica,0.8032571485957444,1082
Staphylococcus_aureus,0.9564786411552241,175
Staphylococcus_aureus_plasmid1,0.20356635632002526,1
Staphylococcus_aureus_plasmid2,0.0,0
Staphylococcus_aureus_plasmid3,0.0,0
