,Reference,Breadth of Coverage,Contigs
0,Bacillus_subtilis,0.9833140411357605,50
1,Enterococcus_faecalis,0.0,0
2,Escherichia_coli_plasmid,0.0,0
3,Escherichia_coli,0.001615382775209981,7
4,Lactobacillus_fermentum,0.003547936240016837,4
5,Listeria_monocytogenes,0.9893912527378221,16
6,Pseudomonas_aeruginosa,0.990797414142128,57
7,Salmonella_enterica,0.001634961193307374,6
8,Staphylococcus_aureus,0.0,0
9,Staphylococcus_aureus_plasmid1,0.0,0
10,Staphylococcus_aureus_plasmid2,0.0,0
11,Staphylococcus_aureus_plasmid3,0.0,0
