,Reference,Breadth of Coverage,Contigs
0,CP009072.1,0.7489928893672233,176
1,NZ_DS362249.1,0.9547223115215634,72
2,NZ_DS362248.1,0.9819727570087704,36
3,NZ_DS362247.1,0.9636502945390861,45
4,NZ_DS362246.1,0.9311834998605969,39
5,NZ_DS362245.1,0.9152423592123371,43
6,NZ_DS362244.1,0.9121470192738682,41
7,NZ_DS362243.1,0.9291972042906372,37
8,NZ_DS362242.1,0.9736489080407711,26
9,NZ_DS362241.1,0.979366582141175,24
10,NZ_DS362240.1,0.9820609038989713,20
11,NZ_DS362239.1,0.989226543246432,19
12,NZ_DS362238.1,0.8757353273052794,24
13,NZ_DS362237.1,0.9171071523530976,18
14,NZ_DS362236.1,0.9095018068312767,10
15,NZ_DS362235.1,0.9077208027808084,8
16,NZ_DS362234.1,0.9895727973223973,11
17,NZ_DS362233.1,0.9768899639759145,6
18,NZ_DS362232.1,0.9981316114850941,5
19,NZ_DS362231.1,0.8966876426249913,4
20,NZ_DS362230.1,0.908287866978436,3
21,NZ_DS362229.1,0.973062243100411,3
22,NZ_DS362228.1,0.9018884959747198,2
23,NZ_DS362227.1,0.3176074136478517,1
24,NZ_DS362226.1,0.0,0
25,NZ_DS362225.1,0.8153498373490654,3
26,NZ_DS362224.1,0.0,0
27,NZ_DS362223.1,0.9405181912839539,9
28,NZ_DS362222.1,0.0,0
29,NZ_DS362221.1,0.2503280839895013,1
30,NZ_DS362220.1,0.9766513724106101,39
31,NZ_DS362219.1,0.0,0
32,NZ_DS362218.1,0.0,0
33,NZ_DS362217.1,0.0,0
34,NZ_GG703878.1,0.0,0
35,NZ_GG703877.1,0.0,0
36,NZ_GG703876.1,0.0,0
37,NZ_GG703875.1,0.0,0
38,NZ_GG703874.1,0.949264917843759,1
39,NZ_GG703873.1,0.5205143906919779,1
40,NZ_GG703872.1,0.9185215718604012,1
41,NZ_GG703871.1,0.686913639643974,2
42,NZ_GG703870.1,0.49951534733441033,1
43,NZ_GG703869.1,0.8912752494524215,5
44,NZ_GG703868.1,0.8287973101912853,4
45,NZ_GG703867.1,0.8213394884777186,8
46,NZ_GG703866.1,0.9407330846021983,8
47,NZ_GG703865.1,0.9408029643486707,6
48,NZ_GG703864.1,0.9139910015849481,13
49,NZ_GG703863.1,0.9805530267299909,6
50,NZ_GG703862.1,0.9189892040862844,13
51,NZ_GG703861.1,0.9513958336864586,14
52,NZ_GG703860.1,0.8896945437842448,20
53,NZ_GG703859.1,0.9523571355288807,16
54,NZ_GG703858.1,0.9472509829205699,16
55,NZ_GG703857.1,0.9469537760753662,24
56,NZ_GG703856.1,0.923667521384251,19
57,NZ_GG703855.1,0.9419830005231653,42
58,NZ_GG703854.1,0.965646956694729,30
59,NZ_GG703853.1,0.945310473936722,64
60,NZ_GG703852.1,0.9528645475824882,106
61,NZ_ACEP01000175.1,0.8537697880332707,2
62,NZ_ACEP01000174.1,0.8922855656537838,6
63,NZ_ACEP01000173.1,1.0,1
64,NZ_ACEP01000172.1,0.9504653188465594,6
65,NZ_ACEP01000171.1,0.9122101145571389,5
66,NZ_ACEP01000170.1,1.0,1
67,NZ_ACEP01000169.1,1.0,1
68,NZ_ACEP01000168.1,0.8858237004467768,4
69,NZ_ACEP01000167.1,0.555935682517961,1
70,NZ_ACEP01000166.1,0.9146924355777224,2
71,NZ_ACEP01000165.1,0.10558839333691564,2
72,NZ_ACEP01000164.1,0.31772151898734174,1
73,NZ_ACEP01000163.1,0.6571601941747572,1
74,NZ_ACEP01000162.1,0.5875469672571122,3
75,NZ_ACEP01000161.1,1.0,1
76,NZ_ACEP01000160.1,0.9031266017426961,2
77,NZ_ACEP01000159.1,0.9462957733220371,2
78,NZ_ACEP01000158.1,0.8909030434059537,3
79,NZ_ACEP01000157.1,0.9906015037593985,2
80,NZ_ACEP01000156.1,0.0,0
81,NZ_ACEP01000155.1,0.784257602862254,1
82,NZ_ACEP01000154.1,1.0,1
83,NZ_ACEP01000153.1,0.8793644156387205,2
84,NZ_ACEP01000152.1,0.9128894480680727,8
85,NZ_ACEP01000151.1,0.9727117194183063,3
86,NZ_ACEP01000150.1,0.0,0
87,NZ_ACEP01000149.1,0.8616794337244255,6
88,NZ_ACEP01000148.1,1.0,1
89,NZ_ACEP01000147.1,0.830293971101146,3
90,NZ_ACEP01000146.1,1.0,1
91,NZ_ACEP01000145.1,0.8752252252252253,2
92,NZ_ACEP01000144.1,0.24891146589259797,1
93,NZ_ACEP01000143.1,0.9311106436684897,10
94,NZ_ACEP01000142.1,0.926731078904992,1
95,NZ_ACEP01000141.1,0.8657869573532224,10
96,NZ_ACEP01000140.1,0.6151500938086304,1
97,NZ_ACEP01000139.1,0.6013381655979928,3
98,NZ_ACEP01000138.1,0.8845284237726099,4
99,NZ_ACEP01000137.1,0.9177777080653763,6
100,NZ_ACEP01000136.1,0.6631935399843709,2
101,NZ_ACEP01000135.1,0.8601206801974767,2
102,NZ_ACEP01000134.1,0.8397381155707373,2
103,NZ_ACEP01000133.1,1.0,1
104,NZ_ACEP01000132.1,0.0,0
105,NZ_ACEP01000131.1,0.9138112930599513,4
106,NZ_ACEP01000130.1,0.9198608516395027,5
107,NZ_ACEP01000129.1,0.8968542153514291,6
108,NZ_ACEP01000128.1,0.814973531635997,4
109,NZ_ACEP01000127.1,0.7116493656286044,1
110,NZ_ACEP01000126.1,0.0,0
111,NZ_ACEP01000125.1,0.0,0
112,NZ_ACEP01000124.1,0.6313594662218516,2
113,NZ_ACEP01000123.1,1.0,2
114,NZ_ACEP01000122.1,0.8400585270687693,8
115,NZ_ACEP01000121.1,0.724502750740584,1
116,NZ_ACEP01000120.1,0.9555346060177548,2
117,NZ_ACEP01000119.1,0.781754965943743,8
118,NZ_ACEP01000118.1,0.7773692810457516,1
119,NZ_ACEP01000117.1,1.0,1
120,NZ_ACEP01000116.1,0.0,0
121,NZ_ACEP01000115.1,0.0,0
122,NZ_ACEP01000114.1,0.8914837576821774,2
123,NZ_ACEP01000113.1,0.7204579928560944,8
124,NZ_ACEP01000112.1,0.916651459097168,21
125,NZ_ACEP01000111.1,0.9479166666666666,1
126,NZ_ACEP01000110.1,0.0,0
127,NZ_ACEP01000109.1,0.8006493179644637,6
128,NZ_ACEP01000108.1,0.9270412915243713,3
129,NZ_ACEP01000107.1,0.0,0
130,NZ_ACEP01000106.1,0.9772597060324801,16
131,NZ_ACEP01000105.1,0.9820230291195934,12
132,NZ_ACEP01000104.1,1.0,1
133,NZ_ACEP01000103.1,0.8743718592964824,2
134,NZ_ACEP01000102.1,0.8600572116832279,4
135,NZ_ACEP01000101.1,0.9363089883045719,8
136,NZ_ACEP01000100.1,0.9187590115845473,11
137,NZ_ACEP01000099.1,1.0,1
138,NZ_ACEP01000098.1,0.0,0
139,NZ_ACEP01000097.1,0.8214991036976271,11
140,NZ_ACEP01000096.1,0.0,0
141,NZ_ACEP01000095.1,0.9447619047619048,8
142,NZ_ACEP01000094.1,0.8544459260298969,17
143,NZ_ACEP01000093.1,0.9423619108128499,10
144,NZ_ACEP01000092.1,1.0,1
145,NZ_ACEP01000091.1,0.9478150957024196,3
146,NZ_ACEP01000090.1,0.9438919296611157,9
147,NZ_ACEP01000089.1,0.6812738853503185,6
148,NZ_ACEP01000088.1,0.9036365776156291,15
149,NZ_ACEP01000087.1,0.9238478368268755,5
150,NZ_ACEP01000086.1,0.9851988899167438,2
151,NZ_ACEP01000085.1,0.7845089436382046,9
152,NZ_ACEP01000084.1,0.9441573059518067,14
153,NZ_ACEP01000083.1,0.9710923270910194,3
154,NZ_ACEP01000082.1,0.9635322483423749,2
155,NZ_ACEP01000081.1,0.8653716725846504,12
156,NZ_ACEP01000080.1,0.9578139130743177,12
157,NZ_ACEP01000079.1,0.7995633641750701,5
158,NZ_ACEP01000078.1,0.9054956343091937,4
159,NZ_ACEP01000077.1,0.8081584886734097,3
160,NZ_ACEP01000076.1,0.7005625270445694,8
