,Reference,Breadth of Coverage,Contigs
0,CP009072.1,0.7439649861317031,197
1,NZ_DS362249.1,0.9517783557880586,73
2,NZ_DS362248.1,0.9742037027156806,44
3,NZ_DS362247.1,0.9515577734437192,53
4,NZ_DS362246.1,0.9337251749022557,41
5,NZ_DS362245.1,0.9123991909861037,44
6,NZ_DS362244.1,0.9018029944509883,47
7,NZ_DS362243.1,0.9163188208836901,38
8,NZ_DS362242.1,0.9695640358709577,33
9,NZ_DS362241.1,0.9582241083194969,30
10,NZ_DS362240.1,0.9629778009249985,18
11,NZ_DS362239.1,0.9908938097038552,24
12,NZ_DS362238.1,0.8300284351633141,27
13,NZ_DS362237.1,0.9082371709651689,15
14,NZ_DS362236.1,0.8989852656545428,8
15,NZ_DS362235.1,0.9047141806003095,11
16,NZ_DS362234.1,0.9869522040568622,11
17,NZ_DS362233.1,0.97809943687982,6
18,NZ_DS362232.1,0.9930072812199477,7
19,NZ_DS362231.1,0.9114399649632344,5
20,NZ_DS362230.1,0.9147181085996363,3
21,NZ_DS362229.1,0.9603640634174986,5
22,NZ_DS362228.1,0.9516213979384546,4
23,NZ_DS362227.1,0.3226621735467565,1
24,NZ_DS362226.1,0.0,0
25,NZ_DS362225.1,0.8141919832386834,2
26,NZ_DS362224.1,0.0,0
27,NZ_DS362223.1,0.9416706260551349,13
28,NZ_DS362222.1,0.10159416373952986,1
29,NZ_DS362221.1,0.1968503937007874,2
30,NZ_DS362220.1,0.962553342728729,43
31,NZ_DS362219.1,0.0,0
32,NZ_DS362218.1,0.0,0
33,NZ_DS362217.1,0.0,0
34,NZ_GG703878.1,0.0,0
35,NZ_GG703877.1,0.0,0
36,NZ_GG703876.1,0.0,0
37,NZ_GG703875.1,0.0,0
38,NZ_GG703874.1,0.9619486883828192,1
39,NZ_GG703873.1,0.4376403347621964,1
40,NZ_GG703872.1,0.891453696070349,2
41,NZ_GG703871.1,0.7571566033197017,2
42,NZ_GG703870.1,0.9669359181475499,2
43,NZ_GG703869.1,0.7954490143587247,4
44,NZ_GG703868.1,0.723658503339543,2
45,NZ_GG703867.1,0.8146010945236588,7
46,NZ_GG703866.1,0.849374810930725,8
47,NZ_GG703865.1,0.9350829226175487,6
48,NZ_GG703864.1,0.9067564803926581,15
49,NZ_GG703863.1,0.965668907876408,5
50,NZ_GG703862.1,0.8969207816158644,15
51,NZ_GG703861.1,0.9456243537807008,22
52,NZ_GG703860.1,0.8993323271760885,19
53,NZ_GG703859.1,0.9693431312198625,22
54,NZ_GG703858.1,0.9466820899862202,19
55,NZ_GG703857.1,0.9546094518349811,27
56,NZ_GG703856.1,0.9285658360899607,23
57,NZ_GG703855.1,0.9196839265937858,46
58,NZ_GG703854.1,0.9643855064338485,46
59,NZ_GG703853.1,0.9332472931794605,77
60,NZ_GG703852.1,0.954522329292899,122
61,NZ_ACEP01000175.1,0.5814327877649584,1
62,NZ_ACEP01000174.1,0.9150524801860522,7
