,Reference,Assembler,NGx,Basepairs
0,CP009072.1,SPAdes,0,151258
1,CP009072.1,SPAdes,1,151258
2,CP009072.1,SPAdes,2,151258
3,CP009072.1,SPAdes,3,136666
4,CP009072.1,SPAdes,4,136666
5,CP009072.1,SPAdes,5,136666
6,CP009072.1,SPAdes,6,134668
7,CP009072.1,SPAdes,7,134668
8,CP009072.1,SPAdes,8,134668
9,CP009072.1,SPAdes,9,127417
10,CP009072.1,SPAdes,10,127417
11,CP009072.1,SPAdes,11,122322
12,CP009072.1,SPAdes,12,122322
13,CP009072.1,SPAdes,13,122322
14,CP009072.1,SPAdes,14,122092
15,CP009072.1,SPAdes,15,122092
16,CP009072.1,SPAdes,16,111580
17,CP009072.1,SPAdes,17,111580
18,CP009072.1,SPAdes,18,109421
19,CP009072.1,SPAdes,19,109421
20,CP009072.1,SPAdes,20,107739
21,CP009072.1,SPAdes,21,107739
22,CP009072.1,SPAdes,22,104007
23,CP009072.1,SPAdes,23,104007
24,CP009072.1,SPAdes,24,102484
25,CP009072.1,SPAdes,25,102484
26,CP009072.1,SPAdes,26,97533
27,CP009072.1,SPAdes,27,97533
28,CP009072.1,SPAdes,28,96570
29,CP009072.1,SPAdes,29,96570
30,CP009072.1,SPAdes,30,92581
31,CP009072.1,SPAdes,31,92581
32,CP009072.1,SPAdes,32,85442
33,CP009072.1,SPAdes,33,85442
34,CP009072.1,SPAdes,34,80469
35,CP009072.1,SPAdes,35,77137
36,CP009072.1,SPAdes,36,77137
37,CP009072.1,SPAdes,37,76732
38,CP009072.1,SPAdes,38,75334
39,CP009072.1,SPAdes,39,75334
40,CP009072.1,SPAdes,40,73393
41,CP009072.1,SPAdes,41,66206
42,CP009072.1,SPAdes,42,65576
43,CP009072.1,SPAdes,43,65576
44,CP009072.1,SPAdes,44,63614
45,CP009072.1,SPAdes,45,63560
46,CP009072.1,SPAdes,46,60820
47,CP009072.1,SPAdes,47,59953
48,CP009072.1,SPAdes,48,59953
49,CP009072.1,SPAdes,49,56471
50,CP009072.1,SPAdes,50,55411
51,CP009072.1,SPAdes,51,54797
52,CP009072.1,SPAdes,52,54002
53,CP009072.1,SPAdes,53,52005
54,CP009072.1,SPAdes,54,46969
55,CP009072.1,SPAdes,55,46609
56,CP009072.1,SPAdes,56,44056
57,CP009072.1,SPAdes,57,43065
58,CP009072.1,SPAdes,58,42957
59,CP009072.1,SPAdes,59,42607
60,CP009072.1,SPAdes,60,42513
61,CP009072.1,SPAdes,61,40895
62,CP009072.1,SPAdes,62,37091
63,CP009072.1,SPAdes,63,37074
64,CP009072.1,SPAdes,64,35815
65,CP009072.1,SPAdes,65,35331
66,CP009072.1,SPAdes,66,33622
67,CP009072.1,SPAdes,67,33513
68,CP009072.1,SPAdes,68,32730
69,CP009072.1,SPAdes,69,32130
70,CP009072.1,SPAdes,70,30058
71,CP009072.1,SPAdes,71,28830
72,CP009072.1,SPAdes,72,28779
73,CP009072.1,SPAdes,73,27502
74,CP009072.1,SPAdes,74,26785
75,CP009072.1,SPAdes,75,26062
76,CP009072.1,SPAdes,76,23181
77,CP009072.1,SPAdes,77,22590
78,CP009072.1,SPAdes,78,18943
79,CP009072.1,SPAdes,79,17608
80,CP009072.1,SPAdes,80,15483
81,CP009072.1,SPAdes,81,13910
82,CP009072.1,SPAdes,82,12527
83,CP009072.1,SPAdes,83,10164
84,CP009072.1,SPAdes,84,8770
85,CP009072.1,SPAdes,85,7229
86,CP009072.1,SPAdes,86,3316
87,CP009072.1,SPAdes,87,0
88,CP009072.1,SPAdes,88,0
89,CP009072.1,SPAdes,89,0
90,CP009072.1,SPAdes,90,0
91,CP009072.1,SPAdes,91,0
92,CP009072.1,SPAdes,92,0
93,CP009072.1,SPAdes,93,0
94,CP009072.1,SPAdes,94,0
95,CP009072.1,SPAdes,95,0
96,CP009072.1,SPAdes,96,0
97,CP009072.1,SPAdes,97,0
98,CP009072.1,SPAdes,98,0
99,CP009072.1,SPAdes,99,0
100,CP009072.1,SPAdes,100,0
101,NZ_DS362249.1,SPAdes,0,56304
102,NZ_DS362249.1,SPAdes,1,56304
103,NZ_DS362249.1,SPAdes,2,56304
104,NZ_DS362249.1,SPAdes,3,56304
105,NZ_DS362249.1,SPAdes,4,56304
106,NZ_DS362249.1,SPAdes,5,56304
107,NZ_DS362249.1,SPAdes,6,56304
108,NZ_DS362249.1,SPAdes,7,56304
109,NZ_DS362249.1,SPAdes,8,56304
110,NZ_DS362249.1,SPAdes,9,56304
111,NZ_DS362249.1,SPAdes,10,56304
112,NZ_DS362249.1,SPAdes,11,32365
113,NZ_DS362249.1,SPAdes,12,32365
114,NZ_DS362249.1,SPAdes,13,32365
115,NZ_DS362249.1,SPAdes,14,32365
116,NZ_DS362249.1,SPAdes,15,32365
117,NZ_DS362249.1,SPAdes,16,32365
118,NZ_DS362249.1,SPAdes,17,32365
119,NZ_DS362249.1,SPAdes,18,25765
120,NZ_DS362249.1,SPAdes,19,25765
121,NZ_DS362249.1,SPAdes,20,25765
122,NZ_DS362249.1,SPAdes,21,25765
123,NZ_DS362249.1,SPAdes,22,25765
124,NZ_DS362249.1,SPAdes,23,25620
125,NZ_DS362249.1,SPAdes,24,25620
126,NZ_DS362249.1,SPAdes,25,25620
127,NZ_DS362249.1,SPAdes,26,25620
128,NZ_DS362249.1,SPAdes,27,25620
129,NZ_DS362249.1,SPAdes,28,21195
130,NZ_DS362249.1,SPAdes,29,21195
131,NZ_DS362249.1,SPAdes,30,21195
132,NZ_DS362249.1,SPAdes,31,21195
133,NZ_DS362249.1,SPAdes,32,20784
134,NZ_DS362249.1,SPAdes,33,20784
135,NZ_DS362249.1,SPAdes,34,20784
136,NZ_DS362249.1,SPAdes,35,20784
137,NZ_DS362249.1,SPAdes,36,18731
138,NZ_DS362249.1,SPAdes,37,18731
139,NZ_DS362249.1,SPAdes,38,18731
140,NZ_DS362249.1,SPAdes,39,18731
141,NZ_DS362249.1,SPAdes,40,18277
142,NZ_DS362249.1,SPAdes,41,18277
143,NZ_DS362249.1,SPAdes,42,18277
144,NZ_DS362249.1,SPAdes,43,17566
145,NZ_DS362249.1,SPAdes,44,17566
146,NZ_DS362249.1,SPAdes,45,17566
147,NZ_DS362249.1,SPAdes,46,17566
148,NZ_DS362249.1,SPAdes,47,17091
149,NZ_DS362249.1,SPAdes,48,17091
150,NZ_DS362249.1,SPAdes,49,17091
151,NZ_DS362249.1,SPAdes,50,16298
152,NZ_DS362249.1,SPAdes,51,16298
153,NZ_DS362249.1,SPAdes,52,16298
154,NZ_DS362249.1,SPAdes,53,16286
155,NZ_DS362249.1,SPAdes,54,16286
156,NZ_DS362249.1,SPAdes,55,16286
157,NZ_DS362249.1,SPAdes,56,14994
158,NZ_DS362249.1,SPAdes,57,14994
159,NZ_DS362249.1,SPAdes,58,14994
160,NZ_DS362249.1,SPAdes,59,13394
161,NZ_DS362249.1,SPAdes,60,13394
162,NZ_DS362249.1,SPAdes,61,13394
163,NZ_DS362249.1,SPAdes,62,12141
164,NZ_DS362249.1,SPAdes,63,12141
165,NZ_DS362249.1,SPAdes,64,12028
166,NZ_DS362249.1,SPAdes,65,12028
167,NZ_DS362249.1,SPAdes,66,12028
168,NZ_DS362249.1,SPAdes,67,11455
169,NZ_DS362249.1,SPAdes,68,11455
170,NZ_DS362249.1,SPAdes,69,10882
171,NZ_DS362249.1,SPAdes,70,10882
172,NZ_DS362249.1,SPAdes,71,9169
173,NZ_DS362249.1,SPAdes,72,9169
174,NZ_DS362249.1,SPAdes,73,8627
175,NZ_DS362249.1,SPAdes,74,7708
176,NZ_DS362249.1,SPAdes,75,7708
177,NZ_DS362249.1,SPAdes,76,7390
178,NZ_DS362249.1,SPAdes,77,7125
179,NZ_DS362249.1,SPAdes,78,7125
180,NZ_DS362249.1,SPAdes,79,6994
181,NZ_DS362249.1,SPAdes,80,6709
182,NZ_DS362249.1,SPAdes,81,6315
183,NZ_DS362249.1,SPAdes,82,6315
184,NZ_DS362249.1,SPAdes,83,6049
185,NZ_DS362249.1,SPAdes,84,5470
186,NZ_DS362249.1,SPAdes,85,5286
187,NZ_DS362249.1,SPAdes,86,5145
188,NZ_DS362249.1,SPAdes,87,5126
189,NZ_DS362249.1,SPAdes,88,4713
190,NZ_DS362249.1,SPAdes,89,4621
191,NZ_DS362249.1,SPAdes,90,4385
192,NZ_DS362249.1,SPAdes,91,3446
193,NZ_DS362249.1,SPAdes,92,3197
194,NZ_DS362249.1,SPAdes,93,3087
195,NZ_DS362249.1,SPAdes,94,2564
196,NZ_DS362249.1,SPAdes,95,2277
197,NZ_DS362249.1,SPAdes,96,2077
198,NZ_DS362249.1,SPAdes,97,1482
199,NZ_DS362249.1,SPAdes,98,1313
200,NZ_DS362249.1,SPAdes,99,0
201,NZ_DS362249.1,SPAdes,100,0
202,NZ_DS362248.1,SPAdes,0,94103
203,NZ_DS362248.1,SPAdes,1,94103
204,NZ_DS362248.1,SPAdes,2,94103
205,NZ_DS362248.1,SPAdes,3,94103
206,NZ_DS362248.1,SPAdes,4,94103
207,NZ_DS362248.1,SPAdes,5,94103
208,NZ_DS362248.1,SPAdes,6,94103
209,NZ_DS362248.1,SPAdes,7,94103
210,NZ_DS362248.1,SPAdes,8,94103
211,NZ_DS362248.1,SPAdes,9,94103
212,NZ_DS362248.1,SPAdes,10,94103
213,NZ_DS362248.1,SPAdes,11,94103
214,NZ_DS362248.1,SPAdes,12,94103
215,NZ_DS362248.1,SPAdes,13,94103
216,NZ_DS362248.1,SPAdes,14,94103
217,NZ_DS362248.1,SPAdes,15,94103
218,NZ_DS362248.1,SPAdes,16,94103
219,NZ_DS362248.1,SPAdes,17,94103
220,NZ_DS362248.1,SPAdes,18,94103
221,NZ_DS362248.1,SPAdes,19,94103
222,NZ_DS362248.1,SPAdes,20,75974
223,NZ_DS362248.1,SPAdes,21,75974
224,NZ_DS362248.1,SPAdes,22,75974
225,NZ_DS362248.1,SPAdes,23,75974
226,NZ_DS362248.1,SPAdes,24,75974
227,NZ_DS362248.1,SPAdes,25,75974
228,NZ_DS362248.1,SPAdes,26,75974
229,NZ_DS362248.1,SPAdes,27,75974
230,NZ_DS362248.1,SPAdes,28,75974
231,NZ_DS362248.1,SPAdes,29,75974
232,NZ_DS362248.1,SPAdes,30,75974
233,NZ_DS362248.1,SPAdes,31,75974
234,NZ_DS362248.1,SPAdes,32,75974
235,NZ_DS362248.1,SPAdes,33,75974
236,NZ_DS362248.1,SPAdes,34,75974
237,NZ_DS362248.1,SPAdes,35,42444
238,NZ_DS362248.1,SPAdes,36,42444
239,NZ_DS362248.1,SPAdes,37,42444
240,NZ_DS362248.1,SPAdes,38,42444
241,NZ_DS362248.1,SPAdes,39,42444
242,NZ_DS362248.1,SPAdes,40,42444
243,NZ_DS362248.1,SPAdes,41,42444
244,NZ_DS362248.1,SPAdes,42,42444
245,NZ_DS362248.1,SPAdes,43,42444
246,NZ_DS362248.1,SPAdes,44,37098
247,NZ_DS362248.1,SPAdes,45,37098
248,NZ_DS362248.1,SPAdes,46,37098
249,NZ_DS362248.1,SPAdes,47,37098
250,NZ_DS362248.1,SPAdes,48,37098
251,NZ_DS362248.1,SPAdes,49,37098
252,NZ_DS362248.1,SPAdes,50,37098
253,NZ_DS362248.1,SPAdes,51,37098
254,NZ_DS362248.1,SPAdes,52,36917
255,NZ_DS362248.1,SPAdes,53,36917
256,NZ_DS362248.1,SPAdes,54,36917
257,NZ_DS362248.1,SPAdes,55,36917
258,NZ_DS362248.1,SPAdes,56,36917
259,NZ_DS362248.1,SPAdes,57,36917
260,NZ_DS362248.1,SPAdes,58,36917
261,NZ_DS362248.1,SPAdes,59,36609
262,NZ_DS362248.1,SPAdes,60,36609
263,NZ_DS362248.1,SPAdes,61,36609
264,NZ_DS362248.1,SPAdes,62,36609
265,NZ_DS362248.1,SPAdes,63,36609
266,NZ_DS362248.1,SPAdes,64,36609
267,NZ_DS362248.1,SPAdes,65,36609
268,NZ_DS362248.1,SPAdes,66,36609
269,NZ_DS362248.1,SPAdes,67,26221
270,NZ_DS362248.1,SPAdes,68,26221
271,NZ_DS362248.1,SPAdes,69,26221
272,NZ_DS362248.1,SPAdes,70,26221
273,NZ_DS362248.1,SPAdes,71,26221
274,NZ_DS362248.1,SPAdes,72,25637
275,NZ_DS362248.1,SPAdes,73,25637
276,NZ_DS362248.1,SPAdes,74,25637
277,NZ_DS362248.1,SPAdes,75,25637
278,NZ_DS362248.1,SPAdes,76,25637
279,NZ_DS362248.1,SPAdes,77,23248
280,NZ_DS362248.1,SPAdes,78,23248
281,NZ_DS362248.1,SPAdes,79,23248
282,NZ_DS362248.1,SPAdes,80,23248
283,NZ_DS362248.1,SPAdes,81,23248
284,NZ_DS362248.1,SPAdes,82,21439
285,NZ_DS362248.1,SPAdes,83,21439
286,NZ_DS362248.1,SPAdes,84,21439
287,NZ_DS362248.1,SPAdes,85,21439
288,NZ_DS362248.1,SPAdes,86,21439
289,NZ_DS362248.1,SPAdes,87,19317
290,NZ_DS362248.1,SPAdes,88,19317
291,NZ_DS362248.1,SPAdes,89,19317
292,NZ_DS362248.1,SPAdes,90,19317
293,NZ_DS362248.1,SPAdes,91,12063
294,NZ_DS362248.1,SPAdes,92,12063
295,NZ_DS362248.1,SPAdes,93,10387
296,NZ_DS362248.1,SPAdes,94,10387
297,NZ_DS362248.1,SPAdes,95,6398
298,NZ_DS362248.1,SPAdes,96,6398
299,NZ_DS362248.1,SPAdes,97,6020
300,NZ_DS362248.1,SPAdes,98,5812
301,NZ_DS362248.1,SPAdes,99,5132
302,NZ_DS362248.1,SPAdes,100,3885
303,NZ_DS362247.1,SPAdes,0,37385
304,NZ_DS362247.1,SPAdes,1,37385
305,NZ_DS362247.1,SPAdes,2,37385
306,NZ_DS362247.1,SPAdes,3,37385
307,NZ_DS362247.1,SPAdes,4,37385
308,NZ_DS362247.1,SPAdes,5,37385
309,NZ_DS362247.1,SPAdes,6,37385
310,NZ_DS362247.1,SPAdes,7,37385
311,NZ_DS362247.1,SPAdes,8,37385
312,NZ_DS362247.1,SPAdes,9,37385
313,NZ_DS362247.1,SPAdes,10,29176
314,NZ_DS362247.1,SPAdes,11,29176
315,NZ_DS362247.1,SPAdes,12,29176
316,NZ_DS362247.1,SPAdes,13,29176
317,NZ_DS362247.1,SPAdes,14,29176
318,NZ_DS362247.1,SPAdes,15,29176
319,NZ_DS362247.1,SPAdes,16,29176
320,NZ_DS362247.1,SPAdes,17,28884
321,NZ_DS362247.1,SPAdes,18,28884
322,NZ_DS362247.1,SPAdes,19,28884
323,NZ_DS362247.1,SPAdes,20,28884
324,NZ_DS362247.1,SPAdes,21,28884
325,NZ_DS362247.1,SPAdes,22,28884
326,NZ_DS362247.1,SPAdes,23,28884
327,NZ_DS362247.1,SPAdes,24,28158
328,NZ_DS362247.1,SPAdes,25,28158
329,NZ_DS362247.1,SPAdes,26,28158
330,NZ_DS362247.1,SPAdes,27,28158
331,NZ_DS362247.1,SPAdes,28,28158
332,NZ_DS362247.1,SPAdes,29,28158
333,NZ_DS362247.1,SPAdes,30,28158
334,NZ_DS362247.1,SPAdes,31,27912
335,NZ_DS362247.1,SPAdes,32,27912
336,NZ_DS362247.1,SPAdes,33,27912
337,NZ_DS362247.1,SPAdes,34,27912
338,NZ_DS362247.1,SPAdes,35,27912
339,NZ_DS362247.1,SPAdes,36,27912
340,NZ_DS362247.1,SPAdes,37,27912
341,NZ_DS362247.1,SPAdes,38,25268
342,NZ_DS362247.1,SPAdes,39,25268
343,NZ_DS362247.1,SPAdes,40,25268
344,NZ_DS362247.1,SPAdes,41,25268
345,NZ_DS362247.1,SPAdes,42,25268
346,NZ_DS362247.1,SPAdes,43,25268
347,NZ_DS362247.1,SPAdes,44,20971
348,NZ_DS362247.1,SPAdes,45,20971
