,Reference,Breadth of Coverage,Contigs
0,CP009072.1,0.7439330220998147,131
1,NZ_DS362249.1,0.9456196237737576,57
2,NZ_DS362248.1,0.9841274075654911,30
3,NZ_DS362247.1,0.9640060300907499,34
4,NZ_DS362246.1,0.8659623028094586,27
5,NZ_DS362245.1,0.9011536073377706,36
6,NZ_DS362244.1,0.9267509616086227,40
7,NZ_DS362243.1,0.9111739390703619,26
8,NZ_DS362242.1,0.9791917388097364,21
9,NZ_DS362241.1,0.9849804703296494,15
10,NZ_DS362240.1,0.9801824179052655,11
11,NZ_DS362239.1,0.9955949544690486,11
12,NZ_DS362238.1,0.8502866083921344,16
13,NZ_DS362237.1,0.9227652220154214,14
14,NZ_DS362236.1,0.895349227481736,9
15,NZ_DS362235.1,0.9375079288559612,9
16,NZ_DS362234.1,0.9929933611637273,7
17,NZ_DS362233.1,0.9745880639329978,6
18,NZ_DS362232.1,0.9933095205385355,5
19,NZ_DS362231.1,0.9030495816333587,4
20,NZ_DS362230.1,0.8632761756300338,3
21,NZ_DS362229.1,0.9810261303581914,3
22,NZ_DS362228.1,0.9202467835377323,3
23,NZ_DS362227.1,0.2884021342319573,1
24,NZ_DS362226.1,0.0,0
25,NZ_DS362225.1,0.8153498373490654,2
26,NZ_DS362224.1,0.0,0
27,NZ_DS362223.1,0.9125059390827024,8
28,NZ_DS362222.1,0.09700081059173196,1
29,NZ_DS362221.1,0.6180008748906387,1
30,NZ_DS362220.1,0.9664900299385679,30
31,NZ_DS362219.1,0.0,0
32,NZ_DS362218.1,0.0,0
33,NZ_DS362217.1,0.0,0
34,NZ_GG703878.1,0.0,0
35,NZ_GG703877.1,0.0,0
36,NZ_GG703876.1,0.0,0
37,NZ_GG703875.1,0.0,0
38,NZ_GG703874.1,0.933698472182185,1
39,NZ_GG703873.1,0.5660338844662176,1
40,NZ_GG703872.1,0.9198955757076119,1
41,NZ_GG703871.1,0.7788068318498917,1
42,NZ_GG703870.1,0.5500269251480883,1
43,NZ_GG703869.1,0.7055853005597469,4
44,NZ_GG703868.1,0.7999000408923622,3
45,NZ_GG703867.1,0.7114403782435501,6
46,NZ_GG703866.1,0.7434708077039427,7
47,NZ_GG703865.1,0.9325107025938051,5
48,NZ_GG703864.1,0.9061301702541029,13
49,NZ_GG703863.1,0.9531429950313148,6
50,NZ_GG703862.1,0.9562879462898112,10
51,NZ_GG703861.1,0.9313948166855942,15
52,NZ_GG703860.1,0.9099543948292267,15
53,NZ_GG703859.1,0.9739984097671078,13
54,NZ_GG703858.1,0.9118848055018268,10
55,NZ_GG703857.1,0.9607847197059889,21
56,NZ_GG703856.1,0.9257374385875629,14
57,NZ_GG703855.1,0.9346043307220361,40
58,NZ_GG703854.1,0.9732201795871124,23
59,NZ_GG703853.1,0.948724390560166,50
60,NZ_GG703852.1,0.9597171734418063,88
61,NZ_ACEP01000175.1,0.9833646364368125,2
62,NZ_ACEP01000174.1,0.9066984913859053,6
63,NZ_ACEP01000173.1,1.0,1
64,NZ_ACEP01000172.1,0.9238069041397332,6
65,NZ_ACEP01000171.1,0.9379156188879575,5
66,NZ_ACEP01000170.1,1.0,1
67,NZ_ACEP01000169.1,1.0,1
68,NZ_ACEP01000168.1,0.9319906389617758,3
69,NZ_ACEP01000167.1,0.5446459117345194,1
70,NZ_ACEP01000166.1,0.8940149625935162,2
71,NZ_ACEP01000165.1,0.1061257388500806,4
72,NZ_ACEP01000164.1,0.0,0
73,NZ_ACEP01000163.1,0.9617718446601942,1
74,NZ_ACEP01000162.1,0.41137949543746644,2
75,NZ_ACEP01000161.1,1.0,1
76,NZ_ACEP01000160.1,0.8945412608918504,2
77,NZ_ACEP01000159.1,0.9496846465216982,2
78,NZ_ACEP01000158.1,0.8909030434059537,3
79,NZ_ACEP01000157.1,1.0,3
80,NZ_ACEP01000156.1,0.7947882736156352,2
81,NZ_ACEP01000155.1,0.9209302325581395,1
82,NZ_ACEP01000154.1,1.0,1
83,NZ_ACEP01000153.1,0.8822914488814552,2
84,NZ_ACEP01000152.1,0.8971956428169388,6
85,NZ_ACEP01000151.1,0.7867408041060736,2
86,NZ_ACEP01000150.1,0.23290386521308226,1
87,NZ_ACEP01000149.1,0.8461165519247552,5
88,NZ_ACEP01000148.1,1.0,1
89,NZ_ACEP01000147.1,0.97299451918286,3
90,NZ_ACEP01000146.1,1.0,1
91,NZ_ACEP01000145.1,0.8917417417417417,1
92,NZ_ACEP01000144.1,0.5181422351233672,1
93,NZ_ACEP01000143.1,0.9427639882204459,9
94,NZ_ACEP01000142.1,0.9202898550724637,1
95,NZ_ACEP01000141.1,0.8850640657869574,9
96,NZ_ACEP01000140.1,0.6796435272045028,1
97,NZ_ACEP01000139.1,0.6499860607750209,3
98,NZ_ACEP01000138.1,0.8938145994832042,4
99,NZ_ACEP01000137.1,0.9365686858863758,6
100,NZ_ACEP01000136.1,0.6624120864808544,2
101,NZ_ACEP01000135.1,0.8859023587493143,1
102,NZ_ACEP01000134.1,0.8861372046683746,1
103,NZ_ACEP01000133.1,0.0,0
104,NZ_ACEP01000132.1,0.0,0
105,NZ_ACEP01000131.1,0.9225264896105683,4
106,NZ_ACEP01000130.1,0.8436513560523095,3
107,NZ_ACEP01000129.1,0.9051590868236563,6
108,NZ_ACEP01000128.1,0.8940005041593143,4
109,NZ_ACEP01000127.1,0.0,0
110,NZ_ACEP01000126.1,0.0,0
111,NZ_ACEP01000125.1,0.0,0
112,NZ_ACEP01000124.1,0.6335835418404225,1
113,NZ_ACEP01000123.1,0.9878088962108732,1
114,NZ_ACEP01000122.1,0.8016582669484636,7
115,NZ_ACEP01000121.1,1.0,1
116,NZ_ACEP01000120.1,0.9610338596904706,2
117,NZ_ACEP01000119.1,0.7493516486648237,6
118,NZ_ACEP01000118.1,0.7969771241830066,1
119,NZ_ACEP01000117.1,1.0,1
120,NZ_ACEP01000116.1,0.0,0
121,NZ_ACEP01000115.1,0.768621236133122,1
