,Reference,Breadth of Coverage,Contigs
0,CP009072.1,0.7480585261423877,124
1,NZ_DS362249.1,0.9695492493984471,53
2,NZ_DS362248.1,0.9931276907481357,26
3,NZ_DS362247.1,0.9764045335137717,39
4,NZ_DS362246.1,0.888934636157921,29
5,NZ_DS362245.1,0.9192983220587008,30
6,NZ_DS362244.1,0.9368552357721882,40
7,NZ_DS362243.1,0.9284691549774304,27
8,NZ_DS362242.1,0.9867446545112604,20
9,NZ_DS362241.1,0.9920691935506891,14
10,NZ_DS362240.1,0.980204674848319,11
11,NZ_DS362239.1,0.9981687401205351,11
12,NZ_DS362238.1,0.8966554831721004,19
13,NZ_DS362237.1,0.9528848710449349,15
14,NZ_DS362236.1,0.9304453867066445,11
15,NZ_DS362235.1,0.9474411996041915,9
16,NZ_DS362234.1,0.9973610166062857,8
17,NZ_DS362233.1,0.9782034775597258,6
18,NZ_DS362232.1,0.9898337683747768,5
19,NZ_DS362231.1,0.9193923887236937,3
20,NZ_DS362230.1,0.9084177708495713,3
21,NZ_DS362229.1,0.9970273047563124,4
22,NZ_DS362228.1,0.9275449552328644,3
23,NZ_DS362227.1,0.0,0
24,NZ_DS362226.1,0.0,0
25,NZ_DS362225.1,0.8175552737497932,2
26,NZ_DS362224.1,0.0,0
27,NZ_DS362223.1,0.9238281052557091,9
28,NZ_DS362222.1,0.10159416373952986,1
29,NZ_DS362221.1,0.2260498687664042,1
30,NZ_DS362220.1,0.9710042624820134,26
31,NZ_DS362219.1,0.0,0
32,NZ_DS362218.1,0.0,0
33,NZ_DS362217.1,0.0,0
34,NZ_GG703878.1,0.0,0
35,NZ_GG703877.1,0.0,0
36,NZ_GG703876.1,0.0,0
37,NZ_GG703875.1,0.0,0
38,NZ_GG703874.1,1.0,1
39,NZ_GG703873.1,0.5566442131047152,1
40,NZ_GG703872.1,0.9292388018686453,1
41,NZ_GG703871.1,0.7937214337262449,2
42,NZ_GG703870.1,0.9740441572428649,2
43,NZ_GG703869.1,0.8444877099050864,3
44,NZ_GG703868.1,0.8104866191103639,3
45,NZ_GG703867.1,0.7374260079669409,6
46,NZ_GG703866.1,0.7771755571241303,6
47,NZ_GG703865.1,0.9196316149224737,3
48,NZ_GG703864.1,0.9264660769978015,14
49,NZ_GG703863.1,0.9782167575215803,6
50,NZ_GG703862.1,0.9707826519405707,9
51,NZ_GG703861.1,0.942175025848772,12
