,Reference,Assembler,NAx,Basepairs
0,CP009072.1,IDBA-UD,0,126283
1,CP009072.1,IDBA-UD,1,126283
2,CP009072.1,IDBA-UD,2,126283
3,CP009072.1,IDBA-UD,3,114407
4,CP009072.1,IDBA-UD,4,114407
5,CP009072.1,IDBA-UD,5,114407
6,CP009072.1,IDBA-UD,6,103043
7,CP009072.1,IDBA-UD,7,103043
8,CP009072.1,IDBA-UD,8,101713
9,CP009072.1,IDBA-UD,9,101713
10,CP009072.1,IDBA-UD,10,101713
11,CP009072.1,IDBA-UD,11,87679
12,CP009072.1,IDBA-UD,12,87679
13,CP009072.1,IDBA-UD,13,85359
14,CP009072.1,IDBA-UD,14,85359
15,CP009072.1,IDBA-UD,15,84262
16,CP009072.1,IDBA-UD,16,84262
17,CP009072.1,IDBA-UD,17,83290
18,CP009072.1,IDBA-UD,18,77135
19,CP009072.1,IDBA-UD,19,77135
20,CP009072.1,IDBA-UD,20,70563
21,CP009072.1,IDBA-UD,21,70563
22,CP009072.1,IDBA-UD,22,66037
23,CP009072.1,IDBA-UD,23,65459
24,CP009072.1,IDBA-UD,24,65459
25,CP009072.1,IDBA-UD,25,65402
26,CP009072.1,IDBA-UD,26,65395
27,CP009072.1,IDBA-UD,27,65395
28,CP009072.1,IDBA-UD,28,63550
29,CP009072.1,IDBA-UD,29,63510
30,CP009072.1,IDBA-UD,30,63510
31,CP009072.1,IDBA-UD,31,61035
32,CP009072.1,IDBA-UD,32,59754
33,CP009072.1,IDBA-UD,33,57175
34,CP009072.1,IDBA-UD,34,57175
35,CP009072.1,IDBA-UD,35,56319
36,CP009072.1,IDBA-UD,36,54453
37,CP009072.1,IDBA-UD,37,53144
38,CP009072.1,IDBA-UD,38,53144
39,CP009072.1,IDBA-UD,39,52831
40,CP009072.1,IDBA-UD,40,52048
41,CP009072.1,IDBA-UD,41,51805
42,CP009072.1,IDBA-UD,42,50167
43,CP009072.1,IDBA-UD,43,46383
44,CP009072.1,IDBA-UD,44,45847
45,CP009072.1,IDBA-UD,45,44346
46,CP009072.1,IDBA-UD,46,42770
47,CP009072.1,IDBA-UD,47,42606
48,CP009072.1,IDBA-UD,48,42166
49,CP009072.1,IDBA-UD,49,37293
50,CP009072.1,IDBA-UD,50,37188
51,CP009072.1,IDBA-UD,51,36794
52,CP009072.1,IDBA-UD,52,36731
53,CP009072.1,IDBA-UD,53,34651
54,CP009072.1,IDBA-UD,54,32965
55,CP009072.1,IDBA-UD,55,32295
56,CP009072.1,IDBA-UD,56,30762
57,CP009072.1,IDBA-UD,57,29986
58,CP009072.1,IDBA-UD,58,29642
59,CP009072.1,IDBA-UD,59,29600
60,CP009072.1,IDBA-UD,60,29404
61,CP009072.1,IDBA-UD,61,28680
62,CP009072.1,IDBA-UD,62,27534
63,CP009072.1,IDBA-UD,63,27404
64,CP009072.1,IDBA-UD,64,26740
65,CP009072.1,IDBA-UD,65,26701
66,CP009072.1,IDBA-UD,66,26529
67,CP009072.1,IDBA-UD,67,26186
68,CP009072.1,IDBA-UD,68,25974
69,CP009072.1,IDBA-UD,69,25612
70,CP009072.1,IDBA-UD,70,24100
71,CP009072.1,IDBA-UD,71,23899
72,CP009072.1,IDBA-UD,72,22590
73,CP009072.1,IDBA-UD,73,22436
74,CP009072.1,IDBA-UD,74,22306
75,CP009072.1,IDBA-UD,75,21667
76,CP009072.1,IDBA-UD,76,19395
77,CP009072.1,IDBA-UD,77,18451
78,CP009072.1,IDBA-UD,78,18132
79,CP009072.1,IDBA-UD,79,17894
80,CP009072.1,IDBA-UD,80,17341
81,CP009072.1,IDBA-UD,81,16373
82,CP009072.1,IDBA-UD,82,15654
83,CP009072.1,IDBA-UD,83,15352
84,CP009072.1,IDBA-UD,84,14514
