,Reference,Breadth of Coverage,Contigs
0,CP009072.1,0.7393401415421905,379
1,NZ_DS362249.1,0.8677246203154377,135
2,NZ_DS362248.1,0.9562154486392869,91
3,NZ_DS362247.1,0.8831495780926604,93
4,NZ_DS362246.1,0.8495192214175026,71
5,NZ_DS362245.1,0.868157605202671,70
6,NZ_DS362244.1,0.8228103641777769,67
7,NZ_DS362243.1,0.8282369881408856,65
8,NZ_DS362242.1,0.9045813545211814,62
9,NZ_DS362241.1,0.9136269999476672,65
10,NZ_DS362240.1,0.9308298723786885,46
11,NZ_DS362239.1,0.9286081969378783,45
12,NZ_DS362238.1,0.7626416116268223,34
13,NZ_DS362237.1,0.7924381813347514,20
14,NZ_DS362236.1,0.8595594240515534,19
15,NZ_DS362235.1,0.8550731991982341,23
16,NZ_DS362234.1,0.9333449804145135,18
17,NZ_DS362233.1,0.9576684483633101,16
18,NZ_DS362232.1,0.9517241379310345,17
19,NZ_DS362231.1,0.8578014429615287,9
20,NZ_DS362230.1,0.8361262665627436,5
21,NZ_DS362229.1,0.8250513799177921,6
22,NZ_DS362228.1,0.8373335339703559,4
23,NZ_DS362227.1,0.3232238135355237,1
24,NZ_DS362226.1,0.0,0
25,NZ_DS362225.1,0.8639245740750952,5
26,NZ_DS362224.1,0.0,0
27,NZ_DS362223.1,0.8672981470061969,22
28,NZ_DS362222.1,0.2769521750878141,1
29,NZ_DS362221.1,0.5493219597550306,2
30,NZ_DS362220.1,0.8979595866355022,92
31,NZ_DS362219.1,0.0,0
32,NZ_DS362218.1,0.5284955752212389,1
33,NZ_DS362217.1,0.0,0
34,NZ_GG703878.1,0.0,0
35,NZ_GG703877.1,0.0,0
36,NZ_GG703876.1,0.0,0
37,NZ_GG703875.1,0.0,0
38,NZ_GG703874.1,0.8538483712885557,1
39,NZ_GG703873.1,0.49867319861196163,1
40,NZ_GG703872.1,0.8263259137125584,2
41,NZ_GG703871.1,0.7922780851575656,2
42,NZ_GG703870.1,0.7035002692514809,2
43,NZ_GG703869.1,0.8101727914334388,5
44,NZ_GG703868.1,0.7516016175201055,3
45,NZ_GG703867.1,0.6627452440341015,6
46,NZ_GG703866.1,0.8389633961883635,8
47,NZ_GG703865.1,0.8869482318235781,10
48,NZ_GG703864.1,0.864844828467713,17
49,NZ_GG703863.1,0.9636068486689846,13
50,NZ_GG703862.1,0.895211255931536,20
51,NZ_GG703861.1,0.8896384561926878,29
52,NZ_GG703860.1,0.8780717871321237,24
53,NZ_GG703859.1,0.9346978557504874,28
54,NZ_GG703858.1,0.9228201919065498,25
55,NZ_GG703857.1,0.9176665458874683,31
56,NZ_GG703856.1,0.8872408933429897,45
57,NZ_GG703855.1,0.9053002765302587,59
58,NZ_GG703854.1,0.9391384159078373,81
59,NZ_GG703853.1,0.8974285204875518,106
60,NZ_GG703852.1,0.9136638360168939,205
61,NZ_ACEP01000175.1,0.9930238797960826,2
62,NZ_ACEP01000174.1,0.8570641696502341,9
63,NZ_ACEP01000173.1,0.7330097087378641,1
64,NZ_ACEP01000172.1,0.8074084261678816,10
65,NZ_ACEP01000171.1,0.7507124895222129,5
66,NZ_ACEP01000170.1,0.9996427295462665,1
67,NZ_ACEP01000169.1,0.989010989010989,1
68,NZ_ACEP01000168.1,0.7849088717112261,6
69,NZ_ACEP01000167.1,0.39069449196031475,1
70,NZ_ACEP01000166.1,0.8667913549459684,3
71,NZ_ACEP01000165.1,0.10585706609349813,3
72,NZ_ACEP01000164.1,0.7601265822784811,1
73,NZ_ACEP01000163.1,0.9611650485436893,2
74,NZ_ACEP01000162.1,0.4618357487922705,3
75,NZ_ACEP01000161.1,0.0,0
76,NZ_ACEP01000160.1,0.8621219887237315,2
77,NZ_ACEP01000159.1,0.9312811823402052,4
78,NZ_ACEP01000158.1,0.49775486446033596,2
79,NZ_ACEP01000157.1,1.0,4
80,NZ_ACEP01000156.1,0.4607310893955845,1
81,NZ_ACEP01000155.1,0.7273703041144901,1
82,NZ_ACEP01000154.1,0.1400113830392715,1
83,NZ_ACEP01000153.1,0.6552372987664645,2
84,NZ_ACEP01000152.1,0.7398933880740324,9
85,NZ_ACEP01000151.1,0.5562018819503849,3
86,NZ_ACEP01000150.1,0.0,0
87,NZ_ACEP01000149.1,0.6929603413167846,6
88,NZ_ACEP01000148.1,0.9409569573663225,5
89,NZ_ACEP01000147.1,0.8451420029895366,4
90,NZ_ACEP01000146.1,0.8255728011825573,1
91,NZ_ACEP01000145.1,0.8959459459459459,2
92,NZ_ACEP01000144.1,0.0,0
93,NZ_ACEP01000143.1,0.8455826672275978,15
94,NZ_ACEP01000142.1,0.7381239935587761,1
95,NZ_ACEP01000141.1,0.8592082616179002,10
96,NZ_ACEP01000140.1,0.0,0
97,NZ_ACEP01000139.1,0.5692779481460831,4
98,NZ_ACEP01000138.1,0.6596414728682171,3
99,NZ_ACEP01000137.1,0.8625654860871474,7
100,NZ_ACEP01000136.1,0.6150039072675176,2
101,NZ_ACEP01000135.1,0.7399890290729567,2
102,NZ_ACEP01000134.1,0.8235126672359806,2
103,NZ_ACEP01000133.1,0.0,0
104,NZ_ACEP01000132.1,0.0,0
105,NZ_ACEP01000131.1,0.8340901793495711,6
106,NZ_ACEP01000130.1,0.8238098305739869,6
107,NZ_ACEP01000129.1,0.6738809994607227,9
