,Reference,Breadth of Coverage,Contigs
0,CP009072.1,0.46774644024957673,962
1,NZ_DS362249.1,0.24541796962523502,81
2,NZ_DS362248.1,0.31261311915422785,93
3,NZ_DS362247.1,0.23205649976118453,63
4,NZ_DS362246.1,0.30828832450447063,59
5,NZ_DS362245.1,0.24990105193593248,41
6,NZ_DS362244.1,0.23425029273902967,43
7,NZ_DS362243.1,0.2098723486870844,36
8,NZ_DS362242.1,0.21072677942121631,33
9,NZ_DS362241.1,0.17755110779141076,23
10,NZ_DS362240.1,0.2641543029348005,40
11,NZ_DS362239.1,0.32651090328487936,48
12,NZ_DS362238.1,0.11151398438322777,11
13,NZ_DS362237.1,0.12128689178409997,8
14,NZ_DS362236.1,0.2559770873656064,16
15,NZ_DS362235.1,0.2203968233831477,12
16,NZ_DS362234.1,0.2915570921529323,21
17,NZ_DS362233.1,0.28254847645429365,14
18,NZ_DS362232.1,0.430594861931584,20
19,NZ_DS362231.1,0.18511859484129728,5
20,NZ_DS362230.1,0.28799688230709275,3
21,NZ_DS362229.1,0.1280827950675279,3
22,NZ_DS362228.1,0.2942592731923858,3
23,NZ_DS362227.1,0.0,0
24,NZ_DS362226.1,0.0,0
25,NZ_DS362225.1,0.5259965815735789,5
26,NZ_DS362224.1,0.19261139311900732,1
27,NZ_DS362223.1,0.32478442393425055,21
28,NZ_DS362222.1,0.0,0
29,NZ_DS362221.1,0.1216097987751531,1
30,NZ_DS362220.1,0.27551874183970404,75
31,NZ_DS362219.1,0.0,0
32,NZ_DS362218.1,0.28814159292035396,1
33,NZ_DS362217.1,0.0,0
34,NZ_GG703878.1,0.0,0
35,NZ_GG703877.1,0.0,0
36,NZ_GG703876.1,0.0,0
37,NZ_GG703875.1,0.0,0
38,NZ_GG703874.1,0.0,0
39,NZ_GG703873.1,0.0,0
40,NZ_GG703872.1,0.23028304479252543,1
41,NZ_GG703871.1,0.28181380803464035,1
42,NZ_GG703870.1,0.288099084544965,1
43,NZ_GG703869.1,0.13817230469700656,2
44,NZ_GG703868.1,0.1676132491253578,3
45,NZ_GG703867.1,0.33498380551729273,7
46,NZ_GG703866.1,0.355399818493496,8
47,NZ_GG703865.1,0.4232651005504191,14
48,NZ_GG703864.1,0.4184135180735211,22
49,NZ_GG703863.1,0.5090982878327538,22
50,NZ_GG703862.1,0.3965167119086595,24
51,NZ_GG703861.1,0.34903469667949216,27
52,NZ_GG703860.1,0.3438843137898225,25
53,NZ_GG703859.1,0.39734661947265826,31
54,NZ_GG703858.1,0.43362283662659135,41
55,NZ_GG703857.1,0.40892903359387134,43
56,NZ_GG703856.1,0.321717982344536,39
57,NZ_GG703855.1,0.39427983231531244,65
58,NZ_GG703854.1,0.423831463011023,107
59,NZ_GG703853.1,0.3349447289937759,103
60,NZ_GG703852.1,0.3526114388091659,171
61,NZ_ACEP01000175.1,0.0,0
62,NZ_ACEP01000174.1,0.3783469506410845,8
63,NZ_ACEP01000173.1,0.0,0
64,NZ_ACEP01000172.1,0.3193737679365516,8
65,NZ_ACEP01000171.1,0.23514948309583683,3
66,NZ_ACEP01000170.1,0.0,0
67,NZ_ACEP01000169.1,0.0,0
68,NZ_ACEP01000168.1,0.1575065598184526,2
69,NZ_ACEP01000167.1,0.0,0
70,NZ_ACEP01000166.1,0.40139235245220284,2
71,NZ_ACEP01000165.1,0.0,0
72,NZ_ACEP01000164.1,0.0,0
73,NZ_ACEP01000163.1,0.0,0
74,NZ_ACEP01000162.1,0.0,0
75,NZ_ACEP01000161.1,0.0,0
76,NZ_ACEP01000160.1,0.0,0
77,NZ_ACEP01000159.1,0.05026828579497317,1
78,NZ_ACEP01000158.1,0.0,0
79,NZ_ACEP01000157.1,0.0,0
80,NZ_ACEP01000156.1,0.0,0
