,Reference,Assembler,NAx,Basepairs
0,CP009072.1,Unicycler,0,201559
1,CP009072.1,Unicycler,1,201559
2,CP009072.1,Unicycler,2,201559
3,CP009072.1,Unicycler,3,201559
4,CP009072.1,Unicycler,4,201559
5,CP009072.1,Unicycler,5,136266
6,CP009072.1,Unicycler,6,136266
7,CP009072.1,Unicycler,7,136266
8,CP009072.1,Unicycler,8,127431
9,CP009072.1,Unicycler,9,127431
10,CP009072.1,Unicycler,10,127431
11,CP009072.1,Unicycler,11,122142
12,CP009072.1,Unicycler,12,122142
13,CP009072.1,Unicycler,13,122142
14,CP009072.1,Unicycler,14,121287
15,CP009072.1,Unicycler,15,121287
16,CP009072.1,Unicycler,16,121287
17,CP009072.1,Unicycler,17,111553
18,CP009072.1,Unicycler,18,111553
19,CP009072.1,Unicycler,19,107463
20,CP009072.1,Unicycler,20,107463
21,CP009072.1,Unicycler,21,107463
22,CP009072.1,Unicycler,22,103666
23,CP009072.1,Unicycler,23,103666
24,CP009072.1,Unicycler,24,96445
25,CP009072.1,Unicycler,25,96445
26,CP009072.1,Unicycler,26,96274
27,CP009072.1,Unicycler,27,96274
28,CP009072.1,Unicycler,28,92475
29,CP009072.1,Unicycler,29,92475
30,CP009072.1,Unicycler,30,85456
31,CP009072.1,Unicycler,31,85456
32,CP009072.1,Unicycler,32,85336
33,CP009072.1,Unicycler,33,85336
34,CP009072.1,Unicycler,34,80363
35,CP009072.1,Unicycler,35,80363
36,CP009072.1,Unicycler,36,77308
37,CP009072.1,Unicycler,37,77308
38,CP009072.1,Unicycler,38,77031
39,CP009072.1,Unicycler,39,77031
40,CP009072.1,Unicycler,40,70834
41,CP009072.1,Unicycler,41,68885
42,CP009072.1,Unicycler,42,68885
43,CP009072.1,Unicycler,43,66026
44,CP009072.1,Unicycler,44,65575
45,CP009072.1,Unicycler,45,65575
46,CP009072.1,Unicycler,46,65428
47,CP009072.1,Unicycler,47,63446
48,CP009072.1,Unicycler,48,63446
49,CP009072.1,Unicycler,49,63434
50,CP009072.1,Unicycler,50,60566
51,CP009072.1,Unicycler,51,60566
52,CP009072.1,Unicycler,52,57419
53,CP009072.1,Unicycler,53,56198
54,CP009072.1,Unicycler,54,54617
55,CP009072.1,Unicycler,55,53822
56,CP009072.1,Unicycler,56,53822
57,CP009072.1,Unicycler,57,51665
58,CP009072.1,Unicycler,58,47435
59,CP009072.1,Unicycler,59,46888
60,CP009072.1,Unicycler,60,46793
61,CP009072.1,Unicycler,61,46503
62,CP009072.1,Unicycler,62,43472
63,CP009072.1,Unicycler,63,43433
64,CP009072.1,Unicycler,64,43303
65,CP009072.1,Unicycler,65,42885
66,CP009072.1,Unicycler,66,42851
67,CP009072.1,Unicycler,67,42471
