,Reference,Assembler,NGx,Basepairs
0,CP009072.1,SKESA,0,8083
1,CP009072.1,SKESA,1,6675
2,CP009072.1,SKESA,2,6044
3,CP009072.1,SKESA,3,4966
4,CP009072.1,SKESA,4,4580
5,CP009072.1,SKESA,5,4219
6,CP009072.1,SKESA,6,3990
7,CP009072.1,SKESA,7,3828
8,CP009072.1,SKESA,8,3626
9,CP009072.1,SKESA,9,3413
10,CP009072.1,SKESA,10,3266
11,CP009072.1,SKESA,11,3152
12,CP009072.1,SKESA,12,3027
13,CP009072.1,SKESA,13,2905
14,CP009072.1,SKESA,14,2803
15,CP009072.1,SKESA,15,2734
16,CP009072.1,SKESA,16,2638
17,CP009072.1,SKESA,17,2550
18,CP009072.1,SKESA,18,2490
19,CP009072.1,SKESA,19,2412
20,CP009072.1,SKESA,20,2282
21,CP009072.1,SKESA,21,2199
22,CP009072.1,SKESA,22,2130
23,CP009072.1,SKESA,23,2069
24,CP009072.1,SKESA,24,2006
25,CP009072.1,SKESA,25,1937
26,CP009072.1,SKESA,26,1880
27,CP009072.1,SKESA,27,1806
28,CP009072.1,SKESA,28,1745
29,CP009072.1,SKESA,29,1694
30,CP009072.1,SKESA,30,1627
31,CP009072.1,SKESA,31,1577
32,CP009072.1,SKESA,32,1511
33,CP009072.1,SKESA,33,1451
34,CP009072.1,SKESA,34,1384
35,CP009072.1,SKESA,35,1315
36,CP009072.1,SKESA,36,1255
37,CP009072.1,SKESA,37,1187
38,CP009072.1,SKESA,38,1119
39,CP009072.1,SKESA,39,1052
40,CP009072.1,SKESA,40,0
41,CP009072.1,SKESA,41,0
42,CP009072.1,SKESA,42,0
43,CP009072.1,SKESA,43,0
44,CP009072.1,SKESA,44,0
45,CP009072.1,SKESA,45,0
46,CP009072.1,SKESA,46,0
47,CP009072.1,SKESA,47,0
48,CP009072.1,SKESA,48,0
49,CP009072.1,SKESA,49,0
50,CP009072.1,SKESA,50,0
51,CP009072.1,SKESA,51,0
52,CP009072.1,SKESA,52,0
53,CP009072.1,SKESA,53,0
54,CP009072.1,SKESA,54,0
55,CP009072.1,SKESA,55,0
56,CP009072.1,SKESA,56,0
