,Reference,Breadth of Coverage,Contigs
0,Bacillus_subtilis,0.9812113028301568,65
1,Enterococcus_faecalis,0.0,0
2,Escherichia_coli_plasmid,0.0,0
3,Escherichia_coli,0.0022789110078956084,10
4,Lactobacillus_fermentum,0.002805808748392013,3
5,Listeria_monocytogenes,0.9872658272349886,13
6,Pseudomonas_aeruginosa,0.9838688638508435,129
7,Salmonella_enterica,0.0019326661548746508,7
8,Staphylococcus_aureus,0.0,0
9,Staphylococcus_aureus_plasmid1,0.0,0
10,Staphylococcus_aureus_plasmid2,0.0,0
11,Staphylococcus_aureus_plasmid3,0.0,0
