,Reference,Breadth of Coverage,Contigs
0,Bacillus_subtilis,0.8679012190048785,1409
1,Enterococcus_faecalis,0.00350531666638551,5
2,Escherichia_coli_plasmid,0.0,0
3,Escherichia_coli,0.00028370973136969266,1
4,Lactobacillus_fermentum,0.0,0
5,Listeria_monocytogenes,0.8724083009228223,1074
6,Pseudomonas_aeruginosa,0.5544732072793872,2402
7,Salmonella_enterica,0.0,0
8,Staphylococcus_aureus,0.0,0
9,Staphylococcus_aureus_plasmid1,0.0,0
10,Staphylococcus_aureus_plasmid2,0.0,0
11,Staphylococcus_aureus_plasmid3,0.0,0
